MOVIE_NAME,DOMESTIC_OPENING,FOREIGN_TOTAL,BUDGET,GENRE,RELEASE_DATE
Gangster Squad,17070347,59200000,60000000,Crime Drama,2013-01-11 00:00:00
Jurassic Park 3D,18620145,71100000,10000000,Sci-Fi Horror,2013-04-05 00:00:00
The Internship,17325307,48820080,58000000,Comedy,2013-06-07 00:00:00
Instructions Not Included,15995715,54600000,0,Foreign,2013-08-30 00:00:00
Snitch,13167607,0,0,Action,2013-02-22 00:00:00
Riddick,19030375,56312160,38000000,Sci-Fi Fantasy,2013-09-06 00:00:00
A Haunted House,18101682,20100000,0,Comedy,2013-01-11 00:00:00
47 Ronin,9910310,113421364,175000000,Action Drama,2013-12-25 00:00:00
August:Osage County,7337567,36450127,0,Comedy / Drama,2013-12-27 00:00:00
Philomena,3804436,62419893,12000000,Drama,2013-11-22 00:00:00
The Family (2013),14034764,41500000,30000000,Action Comedy,2013-09-13 00:00:00
Walking with Dinosaurs,7091938,90470397,80000000,Family Adventure,2013-12-20 00:00:00
Carrie (2013),16101552,49524059,30000000,Horror,2013-10-18 00:00:00
Texas Chainsaw 3D,21744470,12900000,0,Horror,2013-01-04 00:00:00
R.I.P.D.,12691415,44705365,130000000,Action / Adventure,2013-07-19 00:00:00
Blue Jasmine,4584751,64100000,0,Comedy,2013-07-26 00:00:00
Kevin Hart:Let Me Explain,10030463,74000,0,Concert,2013-07-03 00:00:00
Side Effects (2013),9303145,31200000,0,Thriller,2013-02-08 00:00:00
Scary Movie 5,14157367,46362957,20000000,Comedy,2013-04-12 00:00:00
The Mortal Instruments:City of Bones,9336957,59400000,60000000,Fantasy Drama,2013-08-21 00:00:00
Delivery Man,7944977,19320590,26000000,Comedy,2013-11-22 00:00:00
Grudge Match,7021993,15100000,40000000,Sports Comedy,2013-12-25 00:00:00
One Direction:This is Us,15815497,39659524,10000000,Concert,2013-08-30 00:00:00
Kick-Ass 2,13332955,32000000,28000000,Action Comedy,2013-08-16 00:00:00
Dallas Buyers Club,2948022,27900000,5000000,Drama,2013-11-01 00:00:00
Rush (2013),10202209,63300000,38000000,Action Drama,2013-09-20 00:00:00
The Host (2013),10600112,36700000,40000000,Sci-Fi Thriller,2013-03-29 00:00:00
The World's End,8811790,20084436,20000000,Comedy,2013-08-23 00:00:00
21 and Over,8754168,22383292,13000000,Comedy,2013-03-01 00:00:00
Her (2013),5644157,21783000,23000000,Comedy / Drama,2013-12-18 00:00:00
Escape Plan,9885732,112192336,0,Action Thriller,2013-10-18 00:00:00
Don Jon,8677009,5973052,3000000,Comedy,2013-09-27 00:00:00
The Incredible Burt Wonderstone,10177257,4900000,30000000,Comedy,2013-03-15 00:00:00
The Big Wedding,7591663,24700000,35000000,Romantic Comedy,2013-04-26 00:00:00
Mud,4754490,11023087,0,Drama,2013-04-26 00:00:00
Baggage Claim,9031102,887000,0,Romantic Comedy,2013-09-27 00:00:00
"The Way, Way Back",3998602,1692106,0,Comedy,2013-07-05 00:00:00
The Book Thief,4969866,55097835,0,Drama,2013-11-08 00:00:00
The Place Beyond the Pines,5197002,14082089,15000000,Drama,2013-03-29 00:00:00
Homefront,6915241,22900000,22000000,Action Thriller,2013-11-27 00:00:00
Broken City,8268908,0,35000000,Crime Thriller,2013-01-18 00:00:00
Beautiful Creatures (2013),7582595,40600000,60000000,Drama,2013-02-14 00:00:00
Runner Runner,7706712,43358449,30000000,Thriller,2013-10-04 00:00:00
You're Next,7020196,0,0,Horror,2013-08-23 00:00:00
Quartet,1828648,41130181,0,Comedy,2013-01-11 00:00:00
Admission,6154984,0,13000000,Comedy / Drama,2013-03-22 00:00:00
Nebraska,1692827,10027960,12000000,Comedy / Drama,2013-11-15 00:00:00
Parker,7008222,28600000,35000000,Action / Crime,2013-01-25 00:00:00
Enough Said,2144056,7738000,0,Comedy,2013-09-18 00:00:00
Dark Skies,8189166,9003080,0,Thriller,2013-02-22 00:00:00
The Counselor,7842930,54035619,25000000,Thriller,2013-10-25 00:00:00
Jobs,6713900,19800000,12000000,Drama,2013-08-16 00:00:00
Fruitvale Station,4976510,1284491,0,Drama,2013-07-12 00:00:00
About Time,5834320,71777528,0,Comedy,2013-11-01 00:00:00
The Last Exorcism Part II,7728354,0,5000000,Horror,2013-03-01 00:00:00
Spring Breakers,5121946,17600000,5000000,Crime Drama,2013-03-15 00:00:00
Inside Llewyn Davis,2287959,19700000,0,Comedy / Drama,2013-12-06 00:00:00
The Last Stand,6281433,36280458,45000000,Action,2013-01-18 00:00:00
Out of the Furnace,5220288,4329819,22000000,Thriller,2013-12-04 00:00:00
Dead Man Down,5345250,7179244,0,Thriller,2013-03-08 00:00:00
Getaway (2013),4503892,0,18000000,Thriller,2013-08-30 00:00:00
Bullet to the Head,4548201,0,0,Action Thriller,2013-02-01 00:00:00
Tyler Perry Presents Peeples,4611534,130000,15000000,Comedy,2013-05-10 00:00:00
Battle of the Year,4603177,7661122,20000000,Drama,2013-09-20 00:00:00
Movie 43,4805878,23598535,6000000,Comedy,2013-01-25 00:00:00
Mandela:Long Walk to Freedom,2325028,19010750,0,Drama,2013-11-29 00:00:00
Before Midnight,1629633,3061842,0,Drama,2013-05-24 00:00:00
Dhoom 3,3423508,80000000,0,Foreign / Action,2013-12-20 00:00:00
Jerusalem,8020721,1258735,8000000,Documentary,2013-09-13 00:00:00
Machete Kills,3837183,7000000,0,Action,2013-10-11 00:00:00
Paranoia,3528376,6400000,35000000,Thriller,2013-08-16 00:00:00
Journey to the South Pacific,8137,4887980,0,Documentary,2013-11-27 00:00:00
Black Nativity,3669530,435996,0,Musical,2013-11-27 00:00:00
The Spectacular Now,902365,0,0,Comedy / Drama,2013-08-02 00:00:00
The Grandmaster,2610409,57481777,0,Foreign / Action,2013-08-23 00:00:00
All Is Lost,93583,7363849,0,Drama,2013-10-18 00:00:00
Believe,2007567,0,5000000,Documentary,2013-12-25 00:00:00
The Bling Ring,2216298,13300000,0,Crime,2013-06-14 00:00:00
Pulling Strings,2467168,2048517,0,Romantic Comedy,2013-10-04 00:00:00
Closed Circuit,2464931,0,0,Thriller,2013-08-28 00:00:00
The Wizard of Oz (3D/IMAX),3093998,0,0,Fantasy,2013-09-20 00:00:00
Chennai Express,2220497,0,0,Action Comedy,2013-08-08 00:00:00
The Company You Keep,1284623,14500000,0,Thriller,2013-04-05 00:00:00
20 Feet from Stardom,54596,0,0,Documentary,2013-06-14 00:00:00
Much Ado About Nothing (2013),171942,0,0,Comedy / Drama,2013-06-07 00:00:00
Frances Ha,137398,0,0,Comedy / Drama,2013-05-17 00:00:00
Yeh Jawaani Hai Deewani,1568677,0,0,Foreign,2013-05-31 00:00:00
The To-Do List,1579402,74556,0,Comedy,2013-07-26 00:00:00
Metallica Through the Never,1576561,4553000,18000000,Drama,2013-09-27 00:00:00
Emperor,1014099,0,0,War Drama,2013-03-08 00:00:00
Stand Up Guys,1486390,0,0,Action Comedy,2013-02-01 00:00:00
The Fifth Estate,1673351,5300000,28000000,Drama,2013-10-18 00:00:00
Top Gun 3D,1965737,0,0,Action Drama,2013-02-08 00:00:00
In a World,70541,0,0,Comedy,2013-08-09 00:00:00
Home Run,1582466,0,0,Sports Drama,2013-04-19 00:00:00
The Great Beauty,23442,18500000,0,Foreign,2013-11-15 00:00:00
Filly Brown,1478323,0,2000000,Drama,2013-04-19 00:00:00
Ram-Leela,1449174,0,0,Foreign,2013-11-15 00:00:00
Grace Unplugged,998145,0,0,Music Drama,2013-10-04 00:00:00
The Sapphires,38372,17972761,0,Comedy / Drama,2013-03-22 00:00:00
The Gatekeepers,61552,0,0,Documentary,2013-02-01 00:00:00
I'm In Love With a Church Girl,971826,0,0,Drama,2013-10-18 00:00:00
No (2013),71742,0,0,Foreign,2013-02-15 00:00:00
Trance,131145,21932826,20000000,Crime Thriller,2013-04-05 00:00:00
The East,77031,99671,0,Drama,2013-05-31 00:00:00
Renoir,65194,0,0,Foreign,2013-03-29 00:00:00
The Christmas Candle,68655,0,0,Drama,2013-11-15 00:00:00
Blue Is the Warmest Color,100316,5180019,0,Foreign,2013-10-25 00:00:00
Oldboy (2013),885382,2667364,30000000,Thriller,2013-11-27 00:00:00
Krrish 3,1049560,0,0,Foreign / Action,2013-11-01 00:00:00
Austenland,40662,0,0,Romantic Comedy,2013-08-16 00:00:00
The Saratov Approach,137226,0,0,Thriller,2013-10-09 00:00:00
2013 Oscar Nominated Short Films,371605,0,0,Unknown,2013-02-01 00:00:00
Blackfish,75962,0,0,Documentary,2013-07-19 00:00:00
The Iceman (2013),87946,0,0,Thriller,2013-05-03 00:00:00
Fill the Void,59164,0,0,Foreign,2013-05-24 00:00:00
Girl Rising,81640,0,0,Documentary,2013-03-07 00:00:00
The Attack,27379,0,0,Foreign,2013-06-21 00:00:00
Stoker,160547,10363220,12000000,Horror Thriller,2013-03-01 00:00:00
Unfinished Song,25728,5338686,0,Comedy / Drama,2013-06-21 00:00:00
Bhaag Milkha Bhaag,647112,0,0,Foreign,2013-07-12 00:00:00
Love is All You Need,36746,8385225,0,Romantic Comedy,2013-05-03 00:00:00
Stories We Tell,27053,0,0,Documentary,2013-05-10 00:00:00
Race 2,884757,0,0,Foreign / Action,2013-01-25 00:00:00
Bless Me Ultima,470109,0,0,Drama,2013-02-22 00:00:00
Kon-Tiki,22168,21325477,0,Foreign,2013-04-26 00:00:00
Disconnect,124000,0,0,Drama,2013-04-12 00:00:00
Girl Most Likely,694447,0,0,Comedy,2013-07-19 00:00:00
I'm So Excited,97328,10356000,0,Foreign,2013-06-28 00:00:00
Wadjda (U.S. only),41253,0,0,Foreign,2013-09-13 00:00:00
The Past,29270,9300000,0,Foreign,2013-12-20 00:00:00
The Ultimate Life,659912,0,0,Drama,2013-09-06 00:00:00
The Kings of Summer,58962,0,0,Comedy,2013-05-31 00:00:00
The Invisible Woman,31948,0,0,Drama,2013-12-25 00:00:00
Inequality for All,140888,0,0,Documentary,2013-09-27 00:00:00
The Lords of Salem,642942,0,0,Horror,2013-04-19 00:00:00
Romeo and Juliet (2013),520116,0,0,Romance,2013-10-11 00:00:00
Still Mine,0,0,0,Drama,2013-05-03 00:00:00
Kai Po Che,522765,0,0,Foreign,2013-02-22 00:00:00
What Maisie Knew,21480,0,0,Drama,2013-05-03 00:00:00
Thanks for Sharing,536591,0,0,Comedy / Drama,2013-09-20 00:00:00
Phantom (2013),508000,0,0,Thriller,2013-03-01 00:00:00
Kill Your Darlings,53452,0,0,Drama,2013-10-16 00:00:00
Short Term 12,56206,0,0,Drama,2013-08-23 00:00:00
Ginger & Rosa,42838,0,0,Drama,2013-03-15 00:00:00
From Up on Poppy Hill,57585,60034949,0,Animation,2013-03-15 00:00:00
Lore,31498,0,0,Foreign,2013-02-08 00:00:00
Raanjhana,414211,0,0,Foreign,2013-06-21 00:00:00
Alone Yet Not Alone,125775,0,7000000,Adventure,2013-09-27 00:00:00
Generation Iron,245000,0,0,Documentary,2013-09-20 00:00:00
Only God Forgives,313958,9558199,0,Drama,2013-07-19 00:00:00
Satyagraha,412148,0,0,Foreign,2013-08-30 00:00:00
Hannah Arendt,31270,0,0,Foreign,2013-05-29 00:00:00
56 Up,22088,0,0,Documentary,2013-01-04 00:00:00
Muscle Shoals,13901,0,0,Documentary,2013-09-27 00:00:00
Besharam,364962,0,0,Foreign,2013-10-02 00:00:00
The Berlin File,665210,48300000,9000000,Foreign / Action,2013-02-15 00:00:00
Parkland,310246,0,0,Drama,2013-10-04 00:00:00
The Hunt,43045,0,0,Foreign,2013-07-12 00:00:00
Walking the Camino:Six Ways to Santiago,0,0,0,Documentary,2013-09-06 00:00:00
To The Wonder,116551,0,0,Romance,2013-04-12 00:00:00
Salinger,86956,67042,0,Documentary,2013-09-06 00:00:00
Lootera,314958,0,0,Foreign,2013-07-03 00:00:00
Museum Hours,29400,0,0,Foreign,2013-06-28 00:00:00
The Reluctant Fundamentalist,30920,0,0,Thriller,2013-04-26 00:00:00
The Lost Medallion,143532,0,0,Family Adventure,2013-03-01 00:00:00
Scatter My Ashes at Bergdorf's,39630,0,0,Documentary,2013-05-03 00:00:00
The Face Reader,159720,54081705,0,Foreign,2013-10-04 00:00:00
The Inevitable Defeat of Mister and Pete,254279,0,0,Drama,2013-10-11 00:00:00
Act of Killing,27450,0,0,Documentary,2013-07-19 00:00:00
New World (2013),129954,31212801,0,Foreign,2013-03-22 00:00:00
Upstream Color,28649,0,0,Drama,2013-04-05 00:00:00
Sound City,62842,0,0,Documentary,2013-02-01 00:00:00
A Hijacking,39392,0,0,Foreign,2013-06-21 00:00:00
Grand Masti,223222,0,0,Foreign,2013-09-13 00:00:00
Phata Poster Nikla Hero,260188,0,0,Foreign,2013-09-20 00:00:00
Ain't Them Bodies Saints,26419,634724,0,Western,2013-08-16 00:00:00
In the House,31441,11489289,0,Foreign,2013-04-19 00:00:00
Dirty Wars,63504,0,0,Documentary,2013-06-07 00:00:00
The Armstrong Lie,28992,0,0,Documentary,2013-11-08 00:00:00
At Any Price,16095,0,0,Adventure,2013-04-24 00:00:00
Personal Tailor,112224,0,0,Foreign,2013-12-20 00:00:00
Puella Magi Madoka Magica the Movie:Rebellion,189514,12572253,0,Animation,2013-12-06 00:00:00
Hava Nagila (The Movie),8218,0,0,Documentary,2013-03-01 00:00:00
Shootout at Wadala,212346,0,0,Foreign / Action,2013-05-03 00:00:00
When Comedy Went to School,17001,0,0,Documentary,2013-07-31 00:00:00
Lovelace,184536,1229000,0,Drama,2013-08-09 00:00:00
The Angels' Share,18837,6687338,0,Comedy / Drama,2013-04-12 00:00:00
Drinking Buddies,19505,0,0,Comedy / Drama,2013-08-23 00:00:00
Koch,35196,0,0,Documentary,2013-02-01 00:00:00
The Shining (2013 re-release),0,0,0,Horror,2013-10-07 00:00:00
Gori Tere Pyaar Mein,199463,0,0,Foreign,2013-11-22 00:00:00
Starbuck (U.S. only),15530,1322853,0,Comedy,2013-03-22 00:00:00
Happy People:A Year in the Taiga,10481,0,0,Documentary,2013-01-25 00:00:00
Diana,67754,21430912,0,Drama,2013-11-01 00:00:00
Camp (2013),7785,0,0,Drama,2013-02-22 00:00:00
Adore,119806,0,0,Drama,2013-09-06 00:00:00
Not Today,96347,0,0,Drama,2013-04-12 00:00:00
Linsanity,99462,0,0,Documentary,2013-10-04 00:00:00
Go Goa Gone,170044,0,0,Foreign,2013-05-10 00:00:00
Room 237,29693,0,0,Documentary,2013-03-29 00:00:00
You Will Be My Son,15301,3609323,0,Foreign,2013-08-16 00:00:00
The Anonymous People,0,0,0,Documentary,2013-08-16 00:00:00
Blancanieves,25264,0,0,Foreign,2013-03-29 00:00:00
Himmatwala,197770,0,0,Foreign / Action,2013-03-29 00:00:00
Great Expectations (2013),88500,0,0,Romance,2013-11-08 00:00:00
The Attacks of 26/11,159619,0,0,Foreign,2013-03-01 00:00:00
The Summit,20904,0,0,Documentary,2013-10-04 00:00:00
Like Someone in Love,21813,0,0,Foreign,2013-02-15 00:00:00
A Place at the Table,92257,0,0,Documentary,2013-03-01 00:00:00
InAPPropriate Comedy,156414,0,0,Comedy,2013-03-22 00:00:00
Singh Saab The Great,138127,0,0,Foreign,2013-11-22 00:00:00
ABCD (Any Body Can Dance),95236,0,0,Foreign,2013-02-08 00:00:00
Haute Cuisine,14387,11166132,0,Foreign,2013-09-20 00:00:00
2001:A Space Odyssey (2013 re-release),0,0,0,Sci-Fi Adventure,2013-01-02 00:00:00
Casablanca (2013 re-release),0,0,0,Romance,2013-04-03 00:00:00
Arthur Newman,112788,0,0,Romantic Comedy,2013-04-26 00:00:00
Prince Avalanche,36694,0,0,Comedy / Drama,2013-08-09 00:00:00
Ghanchakkar,143616,0,0,Foreign,2013-06-28 00:00:00
Crystal Fairy,25052,0,0,Comedy Thriller,2013-07-12 00:00:00
No Place on Earth,13813,0,0,Documentary,2013-04-05 00:00:00
Cutie and the Boxer,21098,0,0,Documentary,2013-08-16 00:00:00
Free Angela and All Political Prisoners,69306,0,0,Documentary,2013-04-05 00:00:00
Midnight's Children,12200,0,0,Drama,2013-04-26 00:00:00
Populaire,15690,5315819,0,Foreign,2013-09-06 00:00:00
A.C.O.D.,19001,0,0,Comedy,2013-10-04 00:00:00
Broken Circle Breakdown,7100,5300000,0,Foreign,2013-11-01 00:00:00
Afternoon Delight,27352,0,0,Comedy / Drama,2013-08-30 00:00:00
Somm,28050,0,0,Documentary,2013-06-21 00:00:00
Cinco De Mayo:La Batalla,83586,0,0,Foreign,2013-05-03 00:00:00
Escape from Tomorrow,63297,0,0,Fantasy Drama,2013-10-11 00:00:00
Copperhead,55625,0,0,Historical Drama,2013-06-28 00:00:00
R... Rajkumar,124669,0,0,Foreign,2013-12-06 00:00:00
We Steal Secrets:The Story of Wikileaks,27689,0,0,Documentary,2013-05-24 00:00:00
On the Job,56098,0,0,Foreign,2013-09-27 00:00:00
Mother of George,22500,0,0,Drama,2013-09-13 00:00:00
Free the Mind,12215,0,0,Documentary,2013-05-03 00:00:00
LUV,83194,0,0,Drama,2013-01-18 00:00:00
A Touch of Sin,19867,0,0,Foreign,2013-10-04 00:00:00
Deceptive Practice:The Mysteries and Mentors of Ricky Jay,13802,0,0,Documentary,2013-04-17 00:00:00
Snake and Mongoose,20254,0,0,Sports Drama,2013-08-09 00:00:00
The Patience Stone,9361,0,0,Foreign,2013-08-14 00:00:00
Rangeelay,73541,0,0,Foreign,2013-05-17 00:00:00
American Promise,18300,0,0,Documentary,2013-10-18 00:00:00
Narco Cultura,6093,0,0,Documentary,2013-11-22 00:00:00
John Dies at the End,12467,0,0,Fantasy Comedy,2013-01-25 00:00:00
Good Ol' Freda,6798,0,0,Documentary,2013-09-06 00:00:00
Is the Man Who Is Tall Happy?,31800,0,0,Animation,2013-11-22 00:00:00
Fists of Legend,49252,5253585,0,Foreign / Action,2013-04-12 00:00:00
Drug War,5926,0,0,Foreign / Action,2013-07-26 00:00:00
The Artist and the Model,16900,0,0,Foreign,2013-08-02 00:00:00
A Band Called Death,34839,0,0,Documentary,2013-06-28 00:00:00
Europa Report,22243,0,0,Sci-Fi Thriller,2013-08-02 00:00:00
Fukrey,74110,0,0,Foreign,2013-06-14 00:00:00
Beyond the Hills,14622,0,0,Foreign,2013-03-08 00:00:00
Final:The Rapture,31900,0,0,Thriller,2013-09-13 00:00:00
The Square (2013),16359,0,0,Documentary,2013-10-25 00:00:00
The Punk Singer,24729,0,0,Documentary,2013-11-29 00:00:00
Lost and Found in Armenia,49829,0,0,Comedy,2013-06-07 00:00:00
Spark:A Burning Man Story,9366,0,0,Documentary,2013-08-16 00:00:00
Storm Surfers 3D,7299,0,0,Documentary,2013-04-26 00:00:00
Yossi,12287,0,0,Foreign,2013-01-25 00:00:00
Ain't In It For My Health:A Film About Levon Helm,7937,0,0,Documentary,2013-04-19 00:00:00
Goonies (2013 re-release),0,0,0,Family Adventure,2013-04-28 00:00:00
Spinning Plates,20717,0,0,Documentary,2013-10-25 00:00:00
Ek Thi Daayan,65857,0,0,Foreign,2013-04-19 00:00:00
Bettie Page Reveals All,4846,0,0,Documentary,2013-11-22 00:00:00
Augustine,13616,0,0,Foreign,2013-05-17 00:00:00
Big Star:Nothing Can Hurt Me,15096,0,0,Documentary,2013-07-03 00:00:00
Upside Down,28722,8001380,0,Fantasy,2013-03-15 00:00:00
The English Teacher,6001,0,0,Comedy / Drama,2013-05-17 00:00:00
Gimme the Loot,21065,0,0,Comedy / Drama,2013-03-22 00:00:00
The Investigator,93690,0,0,Drama,2013-09-13 00:00:00
Stevie Nicks - In Your Dreams,0,0,0,Documentary,2013-03-31 00:00:00
Computer Chess,9683,0,0,Comedy,2013-07-17 00:00:00
Therese,20050,1509595,0,Foreign,2013-08-23 00:00:00
Capital,22400,2420081,0,Foreign,2013-10-25 00:00:00
Blazing Saddles (2013 re-release),0,0,0,Western Comedy,2013-05-15 00:00:00
Una Noche,17194,0,0,Foreign,2013-08-23 00:00:00
Shadow Dancer,10672,319337,0,Drama / Thriller,2013-05-31 00:00:00
The United States of Autism,3413,0,0,Documentary,2013-04-05 00:00:00
One Track Heart:The Story of Krishna Das,11515,0,0,Documentary,2013-05-08 00:00:00
The Silence,7992,132204,0,Foreign,2013-03-08 00:00:00
Man of Tai Chi,61054,0,0,Action,2013-11-01 00:00:00
Singin' in the Rain (2013 re-release),0,0,0,Musical,2013-04-04 00:00:00
Blue Caprice,13400,0,0,Drama,2013-09-13 00:00:00
Passion,33400,0,0,Drama,2013-08-30 00:00:00
Kings Faith,27648,0,0,Drama,2013-04-26 00:00:00
Somebody Up There Likes Me,34362,0,0,Comedy,2013-03-08 00:00:00
Byzantium,16643,0,0,Thriller,2013-06-28 00:00:00
Money for Nothing:Inside the Federal Reserve,0,0,0,Documentary,2013-09-06 00:00:00
Settai,52386,0,0,Foreign,2013-04-05 00:00:00
Young Detective Dee:Rise of the Sea Dragon,32795,72200000,0,Foreign / Action,2013-09-27 00:00:00
The Rooftop,47259,0,0,Foreign,2013-07-19 00:00:00
Something in the Air,13288,0,0,Foreign,2013-05-03 00:00:00
I Am Divine,0,0,0,Documentary,2013-10-11 00:00:00
We Are What We Are,13727,0,0,Horror Thriller,2013-09-27 00:00:00
Stuck in Love,34967,0,0,Comedy / Drama,2013-07-05 00:00:00
Winnie Mandela,61847,0,0,Drama,2013-09-06 00:00:00
Ramaiya Vastavaiya,52514,0,0,Foreign,2013-07-19 00:00:00
More Than Honey,5225,0,0,Documentary,2013-06-12 00:00:00
Caesar Must Die,0,0,0,Foreign,2013-02-01 00:00:00
Commitment,76543,4467956,0,Foreign,2013-12-06 00:00:00
Leviathan (2013),10000,0,0,Documentary,2013-03-01 00:00:00
No One Lives,47800,0,0,Horror,2013-05-10 00:00:00
Reality (2013),7072,2162338,0,Foreign,2013-03-15 00:00:00
After Tiller,15500,0,0,Documentary,2013-09-20 00:00:00
An Oversimplification of Her Beauty,10055,0,0,Drama,2013-04-26 00:00:00
Seasons of Gray,31953,0,0,Drama,2013-10-18 00:00:00
War Witch,8714,0,0,Foreign,2013-03-01 00:00:00
Go For Sisters,6001,0,0,Drama / Thriller,2013-11-08 00:00:00
Maidentrip,1622,0,0,Documentary,2013-12-20 00:00:00
The Pervert's Guide to Ideology,9165,0,0,Documentary,2013-11-01 00:00:00
Pandora's Promise,23419,0,0,Documentary,2013-06-12 00:00:00
Let the Fire Burn,5226,0,0,Documentary,2013-10-02 00:00:00
My Lucky Star,47006,0,0,Foreign,2013-09-20 00:00:00
Becoming Traviata,5000,0,0,Documentary,2013-05-15 00:00:00
Sightseers,7384,0,0,Thriller,2013-05-10 00:00:00
Don't Stop Believin':Everyman's Journey,25573,0,0,Documentary,2013-03-08 00:00:00
The Wicker Man - Final Cut,5493,0,0,Horror,2013-09-27 00:00:00
It's a Disaster,15305,0,0,Comedy,2013-04-12 00:00:00
How I Live Now,28547,0,0,Action Drama,2013-11-08 00:00:00
Sweet Dreams (2013),0,0,0,Documentary,2013-11-01 00:00:00
The Trials of Muhammad Ali,2980,0,0,Documentary,2013-08-23 00:00:00
Aftershock,40179,0,0,Horror,2013-05-10 00:00:00
Faust,10030,0,0,Foreign,2013-11-15 00:00:00
Lost in Thailand,32206,197700000,0,Foreign,2013-02-08 00:00:00
The Canyons,13351,0,0,Romantic Thriller,2013-08-02 00:00:00
Terms and Conditions May Apply,4446,0,0,Documentary,2013-07-12 00:00:00
Bajatey Raho,37801,0,0,Foreign,2013-07-26 00:00:00
C.O.G.,32677,0,0,Comedy,2013-09-20 00:00:00
Mission Park,26839,0,0,Thriller,2013-09-06 00:00:00
Leonie,291,0,0,Drama,2013-03-15 00:00:00
Going Attractions:The Definitive Story of the American Drive-in Movie,0,0,0,Documentary,2013-06-07 00:00:00
Venus and Serena,10981,0,0,Documentary,2013-05-10 00:00:00
God Loves Uganda,7300,0,0,Documentary,2013-10-11 00:00:00
Le Joli Mai,10662,0,0,Documentary,2013-09-13 00:00:00
Mademoiselle C,14284,0,0,Documentary,2013-09-11 00:00:00
Un Flic (2013 re-release),10342,0,0,Foreign,2013-04-19 00:00:00
GMO OMG,15100,0,0,Documentary,2013-09-13 00:00:00
Table No. 21,31658,0,0,Foreign,2013-01-04 00:00:00
Jewtopia,26371,0,0,Romantic Comedy,2013-09-20 00:00:00
Wish You Were Here (2013),25937,0,0,Drama,2013-06-07 00:00:00
Wrong (2013),20424,0,0,Comedy,2013-03-29 00:00:00
Reaching for the Moon,14573,0,0,Drama,2013-11-08 00:00:00
A Glimpse Inside the Mind of Charles Swan III,12000,0,0,Comedy,2013-02-08 00:00:00
American Made Movie,1613,0,0,Documentary,2013-08-30 00:00:00
Greedy Lying Bastards,45000,0,0,Documentary,2013-03-08 00:00:00
My Brother The Devil,10305,0,0,Drama,2013-03-22 00:00:00
Tiny Times 2,20652,47246149,0,Foreign,2013-08-16 00:00:00
Contempt (2013 re-release),8322,0,0,Foreign,2013-09-06 00:00:00
Andre Gregory:Before and After Dinner,7980,0,0,Documentary,2013-04-03 00:00:00
Concussion,8313,0,0,Drama,2013-10-04 00:00:00
Zaytoun,4100,0,0,Adventure,2013-09-20 00:00:00
The We and the I,10774,0,0,Drama,2013-03-08 00:00:00
Holla II,37444,0,0,Horror Comedy,2013-04-19 00:00:00
Language of a Broken Heart,5861,0,0,Romantic Comedy,2013-03-08 00:00:00
CBGB,3909,0,0,Music Drama,2013-10-04 00:00:00
Killing Season,27713,0,0,Action,2013-07-12 00:00:00
The Short Game,28434,0,0,Documentary,2013-09-20 00:00:00
How to Make Money Selling Drugs,9202,0,0,Documentary,2013-06-26 00:00:00
Post Tenebras Lux,4674,0,0,Foreign,2013-05-01 00:00:00
Herb and Dorothy 50x50,6157,0,0,Documentary,2013-09-13 00:00:00
The Wall (2013),2188,1118091,0,Foreign,2013-05-31 00:00:00
Rising From Ashes,7298,0,0,Documentary,2013-08-02 00:00:00
Berberian Sound Studio,6605,0,0,Horror Thriller,2013-06-14 00:00:00
Russian Ark (2013 re-release),0,0,0,Foreign,2013-09-06 00:00:00
Ip Man:The Final Fight,15514,0,0,Foreign / Action,2013-09-20 00:00:00
Mumia:Long Distance Revolutionary,9283,0,0,Documentary,2013-02-01 00:00:00
Big Sur,16835,0,0,Drama,2013-11-01 00:00:00
Savannah,15599,0,0,Drama,2013-08-23 00:00:00
Redemption (2013),19977,0,0,Action Thriller,2013-06-28 00:00:00
The Servant (2013 re-release),7859,0,0,Drama,2013-07-26 00:00:00
Touchy Feely,3447,0,0,Comedy / Drama,2013-09-06 00:00:00
Far Out Isn't Far Enough:The Tomi Ungerer Story,3700,0,0,Documentary,2013-06-14 00:00:00
Fritz Lang's 'M' (2013 re-release),6123,0,0,Crime,2013-03-15 00:00:00
Camille Claudel 1915,5106,0,0,Foreign,2013-10-16 00:00:00
Underdogs,18722,0,0,Sports Drama,2013-08-16 00:00:00
Mauvais Sang (2013 re-release),8482,0,0,Foreign,2013-11-29 00:00:00
Tai Chi Hero,12624,346834,0,Foreign / Action,2013-04-26 00:00:00
The Girl (2013),11164,0,0,Drama,2013-03-08 00:00:00
I Give It a Year,5436,28200000,0,Romantic Comedy,2013-08-09 00:00:00
Bert Stern:Original Mad Man,4691,0,0,Documentary,2013-04-05 00:00:00
Running From Crazy,6822,0,0,Documentary,2013-11-01 00:00:00
Dislecksia:The Movie,2213,0,0,Documentary,2013-10-04 00:00:00
At Berkeley,5069,0,0,Documentary,2013-11-08 00:00:00
Beyond the Farthest Star,0,0,0,Drama,2013-10-18 00:00:00
Evocateur:The Morton Downey Jr. Movie,3936,0,0,Documentary,2013-06-07 00:00:00
Maniac (2013),5571,0,0,Horror Thriller,2013-06-21 00:00:00
These Birds Walk,5454,0,0,Documentary,2013-11-01 00:00:00
Long Shot:The Kevin Laue Story (2013),7006,0,0,Documentary,2013-10-25 00:00:00
