MOVIE_NAME,ACTOR
Snowpiercer,Ewen Bremner
Snowpiercer,Chris Evans
Snowpiercer,Tilda Swinton
Snowpiercer,Jamie Bell
Snowpiercer,Ed Harris
The Railway Man,Colin Firth
The Railway Man,Nicole Kidman
Dear White People,Kyle Gallner
Dear White People,Tessa Thompson
The Lunchbox,Irrfan Khan
My Old Lady,Maggie Smith
My Old Lady,Kevin Kline
Fading Gigolo,Woody Allen
Fading Gigolo,Liev Schreiber
Fading Gigolo,Sharon Stone
Calvary,Brendan Gleeson
Wish I Was Here,Zach Braff
Wish I Was Here,Kate Hudson
Wish I Was Here,Joey King
Wish I Was Here,Josh Gad
What If (2014),Daniel Radcliffe
What If (2014),Zoe Kazan
The Grand Seduction,Brendan Gleeson
The Grand Seduction,Taylor Kitsch
Veronica Mars,Kristen Bell
Before I Go To Sleep,Colin Firth
Before I Go To Sleep,Nicole Kidman
Before I Go To Sleep,Mark Strong
Rosewater,Gael Garcia Bernal
The Trip to Italy,Steve Coogan
The Identical,Amanda Crew
The Identical,Seth Green
The Identical,Ashley Judd
The Good Lie,Reese Witherspoon
Under the Skin (2014),Scarlett Johansson
Kill the Messenger,Michael K. Williams
Kill the Messenger,Jeremy Renner
Kill the Messenger,Mary Elizabeth Winstead
Kill the Messenger,Michael Sheen
Kill the Messenger,Rosemarie DeWitt
The Homesman,Jesse Plemons
The Homesman,Tommy Lee Jones
The Homesman,Hilary Swank
Love is Strange,Marisa Tomei
Love is Strange,Alfred Molina
Le Week-End,Jim Broadbent
Le Week-End,Jeff Goldblum
Words and Pictures,Clive Owen
The Immigrant,Marion Cotillard
The Immigrant,Joaquin Phoenix
The Immigrant,Jeremy Renner
Only Lovers Left Alive,Tom Hiddleston
Only Lovers Left Alive,Tilda Swinton
Only Lovers Left Alive,Mia Wasikowska
Only Lovers Left Alive,Jeffrey Wright
Tusk,Justin Long
Tusk,Johnny Depp*
Pride (2014),Imelda Staunton
"Two Days, One Night",Marion Cotillard
Locke,Tom Hardy
Locke,Tom Holland
Gimme Shelter,Vanessa Hudgens
Gimme Shelter,Rosario Dawson
Gimme Shelter,Brendan Fraser
Force Majeure,Kristofer Hivju
Repentance,Forest Whitaker
Repentance,Anthony Mackie
Repentance,Sanaa Lathan
Hector And The Search For Happiness,Simon Pegg
Hector And The Search For Happiness,Toni Collette
Hector And The Search For Happiness,Rosamund Pike
Hector And The Search For Happiness,Stellan Skarsgard
Hector And The Search For Happiness,Christopher Plummer
The Rover,Robert Pattinson
The Rover,Guy Pearce
Walking with the Enemy,Ben Kingsley
The Captive,Ryan Reynolds
The Captive,Rosario Dawson
Laggies,Keira Knightley
Laggies,Chloe Moretz
Laggies,Sam Rockwell
Third Person,Olivia Wilde
Third Person,Liam Neeson
Third Person,Mila Kunis
Third Person,James Franco
Third Person,Adrien Brody
Third Person,Maria Bello
Third Person,Kim Basinger
Enemy,Jake Gyllenhaal
Enemy,Melanie Laurent
Nymphomaniac:Volume I,Jamie Bell
Nymphomaniac:Volume I,Willem Dafoe
Nymphomaniac:Volume I,Shia LaBeouf
Nymphomaniac:Volume I,Stellan Skarsgard
Palo Alto,James Franco
Palo Alto,Emma Roberts
"Men, Women & Children",Dean Norris
"Men, Women & Children",Adam Sandler
"Men, Women & Children",Ansel Elgort
"Men, Women & Children",Jennifer Garner
"Men, Women & Children",Rosemarie DeWitt
"Men, Women & Children",Emma Thompson*
Frank,Michael Fassbender
Frank,Maggie Gyllenhaal
The Signal (2014),Brenton Thwaites
The Signal (2014),Laurence Fishburne
The Disappearance of Eleanor Rigby,Jessica Chastain
The Disappearance of Eleanor Rigby,James McAvoy
The Disappearance of Eleanor Rigby,William Hurt
The Disappearance of Eleanor Rigby,Viola Davis
Dom Hemingway,Jude Law
The One I Love,Mark Duplass
The One I Love,Elisabeth Moss
Tracks (2014),Mia Wasikowska
The Two Faces of January,Kirsten Dunst
The Two Faces of January,Viggo Mortensen
Venus in Fur,Mathieu Amalric
Joe (2014),Nicolas Cage
Joe (2014),Tye Sheridan
The Face of Love,Annette Bening
The Face of Love,Ed Harris
The Face of Love,Robin Williams
Jimi:All Is By My Side,Imogen Poots
The Guest (2014),Dan Stevens
The Last of Robin Hood,Dakota Fanning
The Last of Robin Hood,Susan Sarandon
The Last of Robin Hood,Kevin Kline
Elsa & Fred (2014),Christopher Plummer
Night Moves,Jesse Eisenberg
Night Moves,Dakota Fanning
Night Moves,Peter Sarsgaard
The Love Punch,Pierce Brosnan
The Love Punch,Emma Thompson
Life of Crime,Jennifer Aniston
Life of Crime,Will Forte
Life of Crime,Isla Fisher
Life of Crime,Tim Robbins
Ernest & Celestine,Paul Giamatti
Ernest & Celestine,William H. Macy
Ernest & Celestine,Forest Whitaker
Blue Ruin,Macon Blair
The Zero Theorem,Christoph Waltz
The Zero Theorem,Ben Whishaw
The Zero Theorem,Tilda Swinton
The Zero Theorem,Matt Damon*
The Double (2014),Jesse Eisenberg
The Double (2014),Mia Wasikowska
Listen Up Philip,Jason Schwartzman
Listen Up Philip,Elisabeth Moss
Listen Up Philip,Jonathan Pryce
Horns,Daniel Radcliffe
Horns,Juno Temple
God's Pocket,Philip Seymour Hoffman
Alan Partridge:The Movie,Steve Coogan
The Congress,Robin Wright
The Congress,Paul Giamatti
The Congress,Jon Hamm
The Congress,Kodi Smit-McPhee
The Liberator,Edgar Ramirez
Six Dance Lessons in Six Weeks,Gena Rowlands
The Best Offer,Geoffrey Rush
The Best Offer,Jim Sturgess
Cuban Fury,Nick Frost
Cuban Fury,Rashida Jones
Breathe In,Guy Pearce
Breathe In,Felicity Jones
Breathe In,Amy Ryan
Life After Beth,Aubrey Plaza
Life After Beth,Anna Kendrick
Life After Beth,Dane DeHaan
Life After Beth,John C. Reilly
Better Living Through Chemistry,Sam Rockwell
Better Living Through Chemistry,Olivia Wilde
Better Living Through Chemistry,Michelle Monaghan
The Better Angels,Brit Marling
Art of the Steal,Jay Baruchel
Art of the Steal,Kurt Russell
Frontera,Ed Harris
Walk of Shame,Elizabeth Banks
Walk of Shame,James Marsden
Rudderless,Billy Crudup
Rudderless,Selena Gomez
Rudderless,Jamie Chung
Rudderless,Laurence Fishburne
The Bag Man,John Cusack
The Bag Man,Robert DeNiro
Starred Up,Jack O'Connell
Half of a Yellow Sun,Chiwetel Ejiofor
Half of a Yellow Sun,Thandie Newton
Low Down,Glenn Close
Low Down,Lena Headey
Hateship Loveship,Kristen Wiig
Hateship Loveship,Guy Pearce
Hateship Loveship,Hailee Steinfeld
At Middleton,Vera Farmiga
Ping Pong Summer,Susan Sarandon
NOW:In the Wings on a World Stage,Kevin Spacey
A Birder's Guide to Everything,Kodi Smit-McPhee
A Birder's Guide to Everything,Ben Kingsley
Lucky Them,Thomas Haden Church
Lucky Them,Toni Collette
Decoding Annie Parker,Alice Eve
Blood Ties (2014),Clive Owen
Blood Ties (2014),Billy Crudup
Blood Ties (2014),Mila Kunis
Blood Ties (2014),Marion Cotillard
Blood Ties (2014),Zoe Saldana
Blood Ties (2014),Matthias Schoenaerts
Child of God,James Franco
Filth,James McAvoy
Filth,Imogen Poots
Filth,Jamie Bell
Filth,Jim Broadbent
White Bird in a Blizzard,Shailene Woodley
White Bird in a Blizzard,Eva Green
White Bird in a Blizzard,Thomas Jane
White Bird in a Blizzard,Shiloh Fernandez
White Bird in a Blizzard,Angela Bassett
White Bird in a Blizzard,Gabourey Sidibe
Bird People,Radha Mitchell
Jimmy P,Benicio Del Toro
Lilting,Ben Whishaw
Adult World,John Cusack
Adult World,Emma Roberts
Believe Me,Alex Russell
Grand Piano,John Cusack
Grand Piano,Elijah Wood
Two Night Stand,Miles Teller
Two Night Stand,Analeigh Tipton
Two Night Stand,Scott Mescudi
Cold Comes the Night,Alice Eve
Cold Comes the Night,Bryan Cranston
Exhibition,Tom Hiddleston
13 Sins,Ron Perlman
The Pretty One,Zoe Kazan
The Pretty One,Jake Johnson
The Pretty One,Ron Livingston
A Long Way Down,Pierce Brosnan
A Long Way Down,Imogen Poots
A Long Way Down,Toni Collette
A Long Way Down,Rosamund Pike
Camp X-Ray,Kristen Stewart
Days and Nights,Katie Holmes
Days and Nights,Ben Whishaw
Days and Nights,William Hurt
Days and Nights,Michael Nyqvist
Bhopal:A Prayer for Rain,Kal Penn
You're Not You,Hilary Swank
You're Not You,Emmy Rossum
You're Not You,Josh Duhamel
Before I Disappear,Ron Perlman
Before I Disappear,Emmy Rossum
Comet,Emmy Rossum
Comet,Justin Long
Life Partners,Adam Brody
Life Partners,Leighton Meester
Archipelago,Tom Hiddleston
Very Good Girls,Dakota Fanning
Very Good Girls,Demi Moore
Life of a King,"Cuba Gooding, Jr."
The Adventurer:The Curse of the Midas Box,Michael Sheen
The Adventurer:The Curse of the Midas Box,Lena Headey
The Adventurer:The Curse of the Midas Box,Ioan Gruffudd
Cavemen,Kenny Wormald
Kid Cannabis,Kenny Wormald
Kid Cannabis,Ron Perlman
The Truth About Emanuel,Jessica Biel
The Truth About Emanuel,Alfred Molina
Anna,Brian Cox
Anna,Mark Strong
Two-Bit Waltz,William H. Macy
The Wait,Jena Malone
The Wait,Chloe Sevigny
The Protector 2,Tony Jaa
Open Windows,Elijah Wood
Mr. Pip,Hugh Laurie
Summer in February,Dominic Cooper
Summer in February,Emily Browning
Postman Pat:The Movie,Jim Broadbent
The Hunger Games:Catching Fire,Jennifer Lawrence
The Hunger Games:Catching Fire,Josh Hutcherson
The Hunger Games:Catching Fire,Liam Hemsworth
The Hunger Games:Catching Fire,Elizabeth Banks
The Hunger Games:Catching Fire,Stanley Tucci
The Hunger Games:Catching Fire,Woody Harrelson
The Hunger Games:Catching Fire,Philip Seymour Hoffman
The Hunger Games:Catching Fire,Jeffrey Wright
The Hunger Games:Catching Fire,Jena Malone
The Hunger Games:Catching Fire,Lenny Kravitz
Iron Man 3,"Robert Downey, Jr."
Iron Man 3,Gwyneth Paltrow
Iron Man 3,Don Cheadle
Iron Man 3,Guy Pearce
Iron Man 3,Rebecca Hall
Iron Man 3,Jon Favreau
Iron Man 3,Ben Kingsley
Iron Man 3,Paul Bettany*
Iron Man 3,Mark Ruffalo*
Frozen,Kristen Bell
Frozen,Josh Gad
Despicable Me 2,Steve Carell
Despicable Me 2,Kristen Wiig
Despicable Me 2,Benjamin Bratt
Despicable Me 2,Russell Brand
Despicable Me 2,Steve Coogan
Man of Steel,Henry Cavill
Man of Steel,Amy Adams
Man of Steel,Kevin Costner
Man of Steel,Diane Lane
Man of Steel,Laurence Fishburne
Man of Steel,Russell Crowe
Gravity,George Clooney
Gravity,Sandra Bullock
Monsters University,Billy Crystal
Monsters University,Helen Mirren
Monsters University,Alfred Molina*
Monsters University,Charlie Day*
Monsters University,Aubrey Plaza*
Monsters University,John Krasinski*
Monsters University,Bonnie Hunt*
The Hobbit:The Desolation of Smaug,Martin Freeman
The Hobbit:The Desolation of Smaug,Ian McKellen
The Hobbit:The Desolation of Smaug,Orlando Bloom
The Hobbit:The Desolation of Smaug,Evangeline Lilly
The Hobbit:The Desolation of Smaug,Benedict Cumberbatch
The Hobbit:The Desolation of Smaug,Cate Blanchett*
Fast & Furious 6,Gal Gadot
Fast & Furious 6,Vin Diesel
Fast & Furious 6,Paul Walker
Fast & Furious 6,Dwayne Johnson
Fast & Furious 6,Michelle Rodriguez
Fast & Furious 6,Tyrese Gibson
Fast & Furious 6,Chris 'Ludacris' Bridges
Fast & Furious 6,Jordana Brewster
Oz The Great and Powerful,Tony Cox
Oz The Great and Powerful,James Franco
Oz The Great and Powerful,Mila Kunis
Oz The Great and Powerful,Michelle Williams
Oz The Great and Powerful,Rachel Weisz
Oz The Great and Powerful,Zach Braff
Oz The Great and Powerful,Joey King
Star Trek Into Darkness,Leonard Nimoy*
Star Trek Into Darkness,Chris Pine
Star Trek Into Darkness,Zoe Saldana
Star Trek Into Darkness,Karl Urban
Star Trek Into Darkness,Simon Pegg
Star Trek Into Darkness,Benedict Cumberbatch
Star Trek Into Darkness,Alice Eve
Thor:The Dark World,Chris Hemsworth
Thor:The Dark World,Natalie Portman
Thor:The Dark World,Tom Hiddleston
Thor:The Dark World,Anthony Hopkins
Thor:The Dark World,Idris Elba
Thor:The Dark World,Stellan Skarsgard
Thor:The Dark World,Kat Dennings
Thor:The Dark World,Ray Stevenson
Thor:The Dark World,Zachary Levi
Thor:The Dark World,Rene Russo
Thor:The Dark World,Chris Evans*
World War Z,Brad Pitt
World War Z,Mireille Enos
The Croods,Nicolas Cage
The Croods,Emma Stone
The Croods,Ryan Reynolds
The Croods,Clark Duke
The Heat,Sandra Bullock
The Heat,Melissa McCarthy
We're the Millers,Jason Sudeikis
We're the Millers,Jennifer Aniston
We're the Millers,Ed Helms
We're the Millers,Emma Roberts
American Hustle,Christian Bale
American Hustle,Bradley Cooper
American Hustle,Amy Adams
American Hustle,Jeremy Renner
American Hustle,Jennifer Lawrence
The Great Gatsby (2013),Elizabeth Debicki
The Great Gatsby (2013),Leonardo DiCaprio
The Great Gatsby (2013),Tobey Maguire
The Great Gatsby (2013),Carey Mulligan
The Great Gatsby (2013),Isla Fisher
The Conjuring,Vera Farmiga
The Conjuring,Patrick Wilson
The Conjuring,Ron Livingston
The Conjuring,Joey King
Identity Thief,Jason Bateman
Identity Thief,Melissa McCarthy
Identity Thief,Jon Favreau
Identity Thief,Amanda Peet
Identity Thief,Morris Chestnut
Grown Ups 2,Adam Sandler
Grown Ups 2,Kevin James
Grown Ups 2,Chris Rock
Grown Ups 2,David Spade
Grown Ups 2,Salma Hayek
Grown Ups 2,Maria Bello
Grown Ups 2,Nick Swardson
Grown Ups 2,Taylor Lautner
The Wolverine,Hugh Jackman
The Wolverine,Famke Janssen*
Anchorman 2:The Legend Continues,Will Ferrell
Anchorman 2:The Legend Continues,Paul Rudd
Anchorman 2:The Legend Continues,Steve Carell
Anchorman 2:The Legend Continues,Kristen Wiig
Anchorman 2:The Legend Continues,Christina Applegate
Anchorman 2:The Legend Continues,James Marsden
Anchorman 2:The Legend Continues,Harrison Ford
Lone Survivor,Mark Wahlberg
Lone Survivor,Taylor Kitsch
Lone Survivor,Eric Bana
Lone Survivor,Ben Foster
G.I. Joe:Retaliation,Dwayne Johnson
G.I. Joe:Retaliation,Channing Tatum
G.I. Joe:Retaliation,Bruce Willis
G.I. Joe:Retaliation,Adrianne Palicki
G.I. Joe:Retaliation,Ray Stevenson
G.I. Joe:Retaliation,Jonathan Pryce
G.I. Joe:Retaliation,Luke Bracey*
Cloudy with a Chance of Meatballs 2,Anna Faris
Cloudy with a Chance of Meatballs 2,Will Forte*
Cloudy with a Chance of Meatballs 2,Andy Samberg*
Cloudy with a Chance of Meatballs 2,Benjamin Bratt*
Cloudy with a Chance of Meatballs 2,Neil Patrick Harris*
Now You See Me,Jesse Eisenberg
Now You See Me,Isla Fisher
Now You See Me,Morgan Freeman
Now You See Me,Woody Harrelson
Now You See Me,Mark Ruffalo
Now You See Me,Dave Franco
Now You See Me,Melanie Laurent
Now You See Me,Michael Caine
The Wolf of Wall Street,Leonardo DiCaprio
The Wolf of Wall Street,Jonah Hill
The Wolf of Wall Street,Matthew McConaughey
The Wolf of Wall Street,Margot Robbie
The Wolf of Wall Street,Jon Favreau
The Wolf of Wall Street,Rob Reiner
Lee Daniels' The Butler,Forest Whitaker
Lee Daniels' The Butler,John Cusack
Lee Daniels' The Butler,"Cuba Gooding, Jr."
Lee Daniels' The Butler,Terrence Howard
Lee Daniels' The Butler,Lenny Kravitz
Lee Daniels' The Butler,James Marsden
Lee Daniels' The Butler,David Oyelowo
Lee Daniels' The Butler,Alan Rickman
Lee Daniels' The Butler,Liev Schreiber
Lee Daniels' The Butler,Robin Williams
Lee Daniels' The Butler,Minka Kelly*
Lee Daniels' The Butler,Alex Pettyfer*
The Hangover Part III,Bradley Cooper
The Hangover Part III,Ed Helms
The Hangover Part III,Zach Galifianakis
The Hangover Part III,Justin Bartha
The Hangover Part III,Melissa McCarthy
Epic,Beyonce Knowles
Epic,Colin Farrell
Epic,Josh Hutcherson
Epic,Amanda Seyfried
Epic,Aziz Ansari
Epic,Jason Sudeikis
Epic,Christoph Waltz
Captain Phillips,Tom Hanks
Jackass Presents:Bad Grandpa,Johnny Knoxville
Pacific Rim,Idris Elba
Pacific Rim,Charlie Day
Pacific Rim,Ron Perlman
This is the End,James Franco
This is the End,Jonah Hill
This is the End,Seth Rogen
This is the End,Jay Baruchel
This is the End,Danny McBride
This is the End,Michael Cera
This is the End,Emma Watson
This is the End,Kevin Hart*
Olympus Has Fallen,Gerard Butler
Olympus Has Fallen,Aaron Eckhart
Olympus Has Fallen,Morgan Freeman
Olympus Has Fallen,Angela Bassett
Olympus Has Fallen,Ashley Judd
Olympus Has Fallen,Melissa Leo
Olympus Has Fallen,Radha Mitchell
42,Chadwick Boseman
42,Harrison Ford
42,Lucas Black
Elysium,Matt Damon
Elysium,Jodie Foster
Elysium,Sharlto Copley
Elysium,Diego Luna
Planes,Val Kilmer
Planes,Larry the Cable Guy*
Planes,Cedric the Entertainer*
The Lone Ranger,Johnny Depp
The Lone Ranger,Armie Hammer
The Lone Ranger,Tom Wilkinson
The Lone Ranger,Helena Bonham Carter
Oblivion,Tom Cruise
Oblivion,Morgan Freeman
Oblivion,Olga Kurylenko
Oblivion,Melissa Leo
Insidious Chapter 2,Rose Byrne
Insidious Chapter 2,Patrick Wilson
Saving Mr. Banks,Emma Thompson
Saving Mr. Banks,Tom Hanks
Saving Mr. Banks,Colin Farrell
Saving Mr. Banks,Paul Giamatti
Saving Mr. Banks,Jason Schwartzman
Turbo,Ryan Reynolds
Turbo,Paul Giamatti
Turbo,Samuel L. Jackson
Turbo,Michelle Rodriguez
Turbo,Snoop Dogg
2 Guns,Denzel Washington
2 Guns,Mark Wahlberg
2 Guns,Paula Patton
2 Guns,James Marsden
White House Down,Channing Tatum
White House Down,Jamie Foxx
White House Down,Maggie Gyllenhaal
White House Down,Joey King
Mama,Jessica Chastain
Safe Haven,Julianne Hough
Safe Haven,Josh Duhamel
The Smurfs 2,Neil Patrick Harris
The Smurfs 2,Brendan Gleeson
The Smurfs 2,Christina Ricci
The Best Man Holiday,Morris Chestnut
The Best Man Holiday,Regina Hall
The Best Man Holiday,Terrence Howard
The Best Man Holiday,Sanaa Lathan
The Best Man Holiday,Nia Long
Percy Jackson:Sea of Monsters,Logan Lerman
Percy Jackson:Sea of Monsters,Brandon T. Jackson
Percy Jackson:Sea of Monsters,Stanley Tucci
Percy Jackson:Sea of Monsters,Sean Bean
A Good Day to Die Hard,Bruce Willis
A Good Day to Die Hard,Jai Courtney
A Good Day to Die Hard,Mary Elizabeth Winstead*
Warm Bodies,Nicholas Hoult
Warm Bodies,Teresa Palmer
Warm Bodies,Analeigh Tipton
Warm Bodies,Dave Franco
Warm Bodies,John Malkovich
Jack the Giant Slayer,Ewen Bremner
Jack the Giant Slayer,Nicholas Hoult
Jack the Giant Slayer,Ewan McGregor
Jack the Giant Slayer,Stanley Tucci
The Purge,Ethan Hawke
The Purge,Lena Headey
Last Vegas,Michael Douglas
Last Vegas,Robert DeNiro
Last Vegas,Morgan Freeman
Last Vegas,Kevin Kline
Ender's Game,Harrison Ford
Ender's Game,Abigail Breslin
Ender's Game,Hailee Steinfeld
Ender's Game,Viola Davis
Ender's Game,Ben Kingsley
Prisoners,Hugh Jackman
Prisoners,Jake Gyllenhaal
Prisoners,Viola Davis
Prisoners,Maria Bello
Prisoners,Terrence Howard
Prisoners,Melissa Leo
Prisoners,Paul Dano
After Earth,Kristofer Hivju
After Earth,Jaden Smith
After Earth,Will Smith
The Secret Life of Walter Mitty,Ben Stiller
The Secret Life of Walter Mitty,Kristen Wiig
The Secret Life of Walter Mitty,Sean Penn
The Secret Life of Walter Mitty,Adam Scott
Escape From Planet Earth,Brendan Fraser
Escape From Planet Earth,Jessica Alba
Escape From Planet Earth,Sarah Jessica Parker
12 Years a Slave,Michael K. Williams
12 Years a Slave,Chiwetel Ejiofor
12 Years a Slave,Michael Fassbender
12 Years a Slave,Brad Pitt
12 Years a Slave,Benedict Cumberbatch
12 Years a Slave,Paul Dano
12 Years a Slave,Paul Giamatti
12 Years a Slave,Lupita Nyong'o
Free Birds,Woody Harrelson
Free Birds,Owen Wilson
Free Birds,Dan Fogler
Hansel and Gretel:Witch Hunters,Jeremy Renner
Hansel and Gretel:Witch Hunters,Gemma Arterton
Hansel and Gretel:Witch Hunters,Famke Janssen
Hansel and Gretel:Witch Hunters,Thomas Mann
Evil Dead (2013),Shiloh Fernandez
Evil Dead (2013),Jessica Lucas
Red 2,Bruce Willis
Red 2,John Malkovich
Red 2,Helen Mirren
Red 2,Anthony Hopkins
Red 2,Catherine Zeta-Jones
Red 2,Brian Cox*
Tyler Perry's A Madea Christmas,Tyler Perry
The Call,Halle Berry
The Call,Abigail Breslin
The Call,Morris Chestnut
Pain and Gain,Mark Wahlberg
Pain and Gain,Dwayne Johnson
Pain and Gain,Ed Harris
Pain and Gain,Anthony Mackie
Pain and Gain,Rebel Wilson
Gangster Squad,Frank Grillo
Gangster Squad,Sean Penn
Gangster Squad,Ryan Gosling
Gangster Squad,Josh Brolin
Gangster Squad,Emma Stone
Gangster Squad,Giovanni Ribisi
Gangster Squad,Anthony Mackie
The Internship,Vince Vaughn
The Internship,Owen Wilson
The Internship,Rose Byrne
The Internship,Josh Gad
Instructions Not Included,Eugenio Derbez
Snitch,Michael K. Williams
Snitch,Dwayne Johnson
Snitch,Susan Sarandon
Snitch,Benjamin Bratt
Riddick,Katee Sackhoff
Riddick,Vin Diesel
Riddick,Karl Urban
A Haunted House,Marlon Wayans
A Haunted House,Cedric the Entertainer
A Haunted House,Nick Swardson
47 Ronin,Keanu Reeves
August:Osage County,Meryl Streep
August:Osage County,Julia Roberts
August:Osage County,Ewan McGregor
August:Osage County,Chris Cooper
August:Osage County,Abigail Breslin
August:Osage County,Benedict Cumberbatch
Philomena,Steve Coogan
Philomena,Judi Dench
The Family (2013),Robert DeNiro
The Family (2013),Michelle Pfeiffer
The Family (2013),Tommy Lee Jones
The Family (2013),Dianna Agron
Walking with Dinosaurs,Justin Long
Walking with Dinosaurs,John Leguizamo
Walking with Dinosaurs,Karl Urban
Carrie (2013),Chloe Moretz
Carrie (2013),Portia Doubleday
Carrie (2013),Ansel Elgort
Carrie (2013),Julianne Moore
R.I.P.D.,Jeff Bridges
R.I.P.D.,Ryan Reynolds
R.I.P.D.,Kevin Bacon
Blue Jasmine,Cate Blanchett
Blue Jasmine,Sally Hawkins
Blue Jasmine,Alec Baldwin
Blue Jasmine,Peter Sarsgaard
Kevin Hart:Let Me Explain,Kevin Hart
Side Effects (2013),Jude Law
Side Effects (2013),Rooney Mara
Side Effects (2013),Catherine Zeta-Jones
Side Effects (2013),Channing Tatum
Scary Movie 5,Lindsay Lohan
Scary Movie 5,Charlie Sheen
The Mortal Instruments:City of Bones,Lily Collins
The Mortal Instruments:City of Bones,Jonathan Rhys Meyers
The Mortal Instruments:City of Bones,Lena Headey
The Mortal Instruments:City of Bones,Jared Harris
Delivery Man,Vince Vaughn
Delivery Man,Chris Pratt
Grudge Match,Sylvester Stallone
Grudge Match,Robert DeNiro
Grudge Match,Kevin Hart
Grudge Match,Kim Basinger
Kick-Ass 2,Aaron Johnson
Kick-Ass 2,Chloe Moretz
Kick-Ass 2,Christopher Mintz-Plasse
Kick-Ass 2,Jim Carrey
Kick-Ass 2,Morris Chestnut
Kick-Ass 2,John Leguizamo
Kick-Ass 2,Clark Duke
Dallas Buyers Club,Matthew McConaughey
Dallas Buyers Club,Jared Leto
Dallas Buyers Club,Jennifer Garner
Rush (2013),Chris Hemsworth
Rush (2013),Olivia Wilde
The Host (2013),Saoirse Ronan
The Host (2013),Max Irons
The Host (2013),William Hurt
The World's End,Simon Pegg
The World's End,Nick Frost
The World's End,Martin Freeman
The World's End,Rosamund Pike
The World's End,Pierce Brosnan
21 and Over,Miles Teller
Her (2013),Joaquin Phoenix
Her (2013),Amy Adams
Her (2013),Scarlett Johansson
Her (2013),Rooney Mara
Her (2013),Chris Pratt
Her (2013),Olivia Wilde
Escape Plan,Sylvester Stallone
Escape Plan,Arnold Schwarzenegger
Escape Plan,James Caviezel
Escape Plan,50 Cent
Escape Plan,Amy Ryan
Don Jon,Joseph Gordon-Levitt
Don Jon,Scarlett Johansson
Don Jon,Julianne Moore
Don Jon,Brie Larson
The Incredible Burt Wonderstone,Steve Carell
The Incredible Burt Wonderstone,Jim Carrey
The Incredible Burt Wonderstone,Olivia Wilde
The Incredible Burt Wonderstone,James Gandolfini
The Big Wedding,Robert DeNiro
The Big Wedding,Susan Sarandon
The Big Wedding,Diane Keaton
The Big Wedding,Katherine Heigl
The Big Wedding,Amanda Seyfried
The Big Wedding,Robin Williams
The Big Wedding,Ben Barnes
The Big Wedding,Topher Grace
Mud,Tye Sheridan
Mud,Matthew McConaughey
Mud,Reese Witherspoon
Baggage Claim,Paula Patton
Baggage Claim,Derek Luke
Baggage Claim,Boris Kodjoe
Baggage Claim,Adam Brody
"The Way, Way Back",Steve Carell
"The Way, Way Back",Toni Collette
"The Way, Way Back",Sam Rockwell
"The Way, Way Back",AnnaSophia Robb
"The Way, Way Back",Amanda Peet
The Book Thief,Geoffrey Rush
The Place Beyond the Pines,Ryan Gosling
The Place Beyond the Pines,Bradley Cooper
The Place Beyond the Pines,Eva Mendes
The Place Beyond the Pines,Rose Byrne
The Place Beyond the Pines,Dane DeHaan
Homefront,Jason Statham
Homefront,James Franco
Homefront,Winona Ryder
Homefront,Kate Bosworth
Homefront,Frank Grillo
Broken City,Mark Wahlberg
Broken City,Russell Crowe
Broken City,Catherine Zeta-Jones
Broken City,Jeffrey Wright
Beautiful Creatures (2013),Kyle Gallner
Beautiful Creatures (2013),Jeremy Irons
Beautiful Creatures (2013),Viola Davis
Beautiful Creatures (2013),Emmy Rossum
Beautiful Creatures (2013),Thomas Mann
Beautiful Creatures (2013),Emma Thompson
Runner Runner,Justin Timberlake
Runner Runner,Gemma Arterton
Runner Runner,Ben Affleck
Runner Runner,Anthony Mackie
Quartet,Maggie Smith
Admission,Tina Fey
Admission,Paul Rudd
Admission,Michael Sheen
Admission,Lily Tomlin
Nebraska,Will Forte
Parker,Jason Statham
Parker,Jennifer Lopez
Enough Said,James Gandolfini
Enough Said,Toni Collette
The Counselor,Dean Norris
The Counselor,Michael Fassbender
The Counselor,Penelope Cruz
The Counselor,Cameron Diaz
The Counselor,Javier Bardem
The Counselor,Brad Pitt
Jobs,Ashton Kutcher
Jobs,Josh Gad
Jobs,Lukas Haas
Fruitvale Station,Michael B. Jordan
About Time,Rachel McAdams
The Last Exorcism Part II,Ashley Bell
Spring Breakers,James Franco
Spring Breakers,Vanessa Hudgens
Spring Breakers,Selena Gomez
Inside Llewyn Davis,Carey Mulligan
Inside Llewyn Davis,Garrett Hedlund
Inside Llewyn Davis,Justin Timberlake
The Last Stand,Arnold Schwarzenegger
The Last Stand,Johnny Knoxville
The Last Stand,Forest Whitaker
Out of the Furnace,Christian Bale
Out of the Furnace,Casey Affleck
Out of the Furnace,Zoe Saldana
Out of the Furnace,Woody Harrelson
Out of the Furnace,Forest Whitaker
Out of the Furnace,Willem Dafoe
Dead Man Down,Colin Farrell
Dead Man Down,Noomi Rapace
Dead Man Down,Terrence Howard
Dead Man Down,Dominic Cooper
Getaway (2013),Ethan Hawke
Getaway (2013),Selena Gomez
Getaway (2013),Jon Voight
Bullet to the Head,Sylvester Stallone
Battle of the Year,Chris Brown
Movie 43,Halle Berry
Movie 43,Johnny Knoxville*
Movie 43,Emma Stone*
Movie 43,Gerard Butler*
Movie 43,Kristen Bell*
Movie 43,Chloe Moretz*
Movie 43,Josh Duhamel*
Movie 43,Hugh Jackman*
