MOVIE_NAME,ACTOR
Season of the Witch,Ron Perlman
Season of the Witch,Claire Foy
Season of the Witch,Christopher Lee
Our Idiot Brother,Paul Rudd
Our Idiot Brother,Elizabeth Banks
Our Idiot Brother,Zooey Deschanel
Our Idiot Brother,Steve Coogan
Our Idiot Brother,Rashida Jones
Our Idiot Brother,Adam Scott
"Tinker, Tailor, Soldier, Spy",Gary Oldman
"Tinker, Tailor, Soldier, Spy",Colin Firth
"Tinker, Tailor, Soldier, Spy",Tom Hardy
"Tinker, Tailor, Soldier, Spy",Mark Strong
"Tinker, Tailor, Soldier, Spy",Benedict Cumberbatch
Don't Be Afraid of the Dark,Katie Holmes
Don't Be Afraid of the Dark,Guy Pearce
Sanctum,Ioan Gruffudd
Sanctum,Rhys Wakefield
Monte Carlo,Luke Bracey
Monte Carlo,Selena Gomez
Monte Carlo,Katie Cassidy
Monte Carlo,Leighton Meester
Your Highness,Danny McBride
Your Highness,James Franco
Your Highness,Natalie Portman
Your Highness,Zooey Deschanel
The Darkest Hour,Olivia Thirlby
Mars Needs Moms,Seth Green
Mars Needs Moms,Dan Fogler
Dream House,Daniel Craig
Dream House,Rachel Weisz
Dream House,Naomi Watts
Conan the Barbarian (2011),Ron Perlman
The Three Musketeers (2011),Logan Lerman
The Three Musketeers (2011),Christoph Waltz
The Three Musketeers (2011),Ray Stevenson
The Three Musketeers (2011),Milla Jovovich
The Three Musketeers (2011),Orlando Bloom
The Three Musketeers (2011),Juno Temple
The Eagle,Channing Tatum
The Eagle,Jamie Bell
The Eagle,Mark Strong
Shark Night 3D,Katherine McPhee
Shark Night 3D,Joel David Moore
Fright Night (2011),Colin Farrell
Fright Night (2011),Christopher Mintz-Plasse
Fright Night (2011),Imogen Poots
Fright Night (2011),Toni Collette
The Thing (2011),Kristofer Hivju
The Thing (2011),Mary Elizabeth Winstead
Young Adult,Charlize Theron
Young Adult,Patrick Wilson
African Cats,Samuel L. Jackson*
My Week with Marilyn,Eddie Redmayne
My Week with Marilyn,Emma Watson
My Week with Marilyn,Dominic Cooper
My Week with Marilyn,Michelle Williams
My Week with Marilyn,Kenneth Branagh
My Week with Marilyn,Judi Dench
What's Your Number?,Anna Faris
What's Your Number?,Chris Evans
What's Your Number?,Andy Samberg
What's Your Number?,Martin Freeman
What's Your Number?,Chris Pratt
What's Your Number?,Anthony Mackie
What's Your Number?,Mike Vogel*
What's Your Number?,Aziz Ansari*
One Day,Anne Hathaway
One Day,Jim Sturgess
One Day,Romola Garai
Warrior,Tom Hardy
Warrior,Frank Grillo
The Tree of Life,Tye Sheridan
The Tree of Life,Brad Pitt
The Tree of Life,Sean Penn
The Tree of Life,Jessica Chastain
The Rum Diary,Johnny Depp
The Rum Diary,Aaron Eckhart
The Rum Diary,Amber Heard
The Rum Diary,Giovanni Ribisi
The Conspirator,James McAvoy
The Conspirator,Justin Long
The Conspirator,Kevin Kline
The Conspirator,Tom Wilkinson
Jane Eyre,Michael Fassbender
Jane Eyre,Mia Wasikowska
Jane Eyre,Judi Dench
Jane Eyre,Jamie Bell
Jane Eyre,Imogen Poots
Jane Eyre,Sally Hawkins
Drive Angry,Nicolas Cage
Drive Angry,Amber Heard
Drive Angry,Billy Burke
Straw Dogs (2011),James Marsden
Straw Dogs (2011),Kate Bosworth
Win Win,Paul Giamatti
Win Win,Amy Ryan
Hoodwinked Too! Hood vs. Evil,Hayden Panettiere
Hoodwinked Too! Hood vs. Evil,Glenn Close
Prom,Aimee Teegarden
I Don't Know How She Does It,Sarah Jessica Parker
I Don't Know How She Does It,Pierce Brosnan
I Don't Know How She Does It,Greg Kinnear
I Don't Know How She Does It,Kelsey Grammer
Johnny English Reborn,Rosamund Pike
Johnny English Reborn,Gillian Anderson
Kevin Hart:Laugh at My Pain,Kevin Hart
The Big Year,Jack Black
The Big Year,Steve Martin
The Big Year,Owen Wilson
The Big Year,Rashida Jones
The Big Year,Rosamund Pike
Take Me Home Tonight,Topher Grace
Take Me Home Tonight,Anna Faris
Take Me Home Tonight,Dan Fogler
Take Me Home Tonight,Teresa Palmer
Take Me Home Tonight,Chris Pratt
Take Me Home Tonight,Michelle Trachtenberg
Take Me Home Tonight,Demetri Martin
Cedar Rapids,Ed Helms
Cedar Rapids,John C. Reilly
Cedar Rapids,Sigourney Weaver
Beginners,Ewan McGregor
Beginners,Christopher Plummer
Beginners,Melanie Laurent
Beginners,Goran Visnjic
A Dangerous Method,Keira Knightley
A Dangerous Method,Michael Fassbender
A Dangerous Method,Viggo Mortensen
The Guard,Brendan Gleeson
The Guard,Don Cheadle
The Guard,Mark Strong
Margin Call,Kevin Spacey
Margin Call,Paul Bettany
Margin Call,Jeremy Irons
Margin Call,Penn Badgley
Margin Call,Demi Moore
Margin Call,Stanley Tucci
Biutiful,Javier Bardem
Atlas Shrugged:Part I,Taylor Schilling
Anonymous,Mark Rylance
Anonymous,Rhys Ifans
The Company Men,Ben Affleck
The Company Men,Tommy Lee Jones
The Company Men,Kevin Costner
The Company Men,Maria Bello
The Company Men,Chris Cooper
The Company Men,Craig T. Nelson
The Company Men,Rosemarie DeWitt
Barney's Version (U.S. only),Paul Giamatti
Barney's Version (U.S. only),Dustin Hoffman
Barney's Version (U.S. only),Rosamund Pike
Seven Days in Utopia,Robert Duvall
Seven Days in Utopia,Lucas Black
Seven Days in Utopia,Melissa Leo
Shame,Michael Fassbender
Shame,Carey Mulligan
Like Crazy,Felicity Jones
Like Crazy,Jennifer Lawrence
The Skin I Live In,Antonio Banderas
From Prada to Nada,Alexa Vega
From Prada to Nada,Wilmer Valderrama
Melancholia,Kirsten Dunst
Melancholia,Stellan Skarsgard
Everything Must Go,Will Ferrell
Everything Must Go,Rebecca Hall
The Way Back,Colin Farrell
The Way Back,Ed Harris
The Way Back,Saoirse Ronan
The Way Back,Mark Strong
The Way Back,Jim Sturgess
Carnage (2011),Jodie Foster
Carnage (2011),Kate Winslet
Carnage (2011),Christoph Waltz
Carnage (2011),John C. Reilly
Bucky Larson:Born to Be a Star,Nick Swardson
Bucky Larson:Born to Be a Star,Christina Ricci
The Trip (2011),Steve Coogan
We Need to Talk About Kevin,Tilda Swinton
We Need to Talk About Kevin,John C. Reilly
We Need to Talk About Kevin,Ezra Miller
Take Shelter,Jessica Chastain
The Art of Getting By,Freddie Highmore
The Art of Getting By,Emma Roberts
The Art of Getting By,Alicia Silverstone
The Devil's Double,Dominic Cooper
Snow Flower and the Secret Fan,Hugh Jackman*
"No Eres Tu, Soy Yo",Eugenio Derbez
Another Earth,Brit Marling
Kill the Irishman,Ray Stevenson
Kill the Irishman,Christopher Walken
Kill the Irishman,Val Kilmer
Dylan Dog:Dead of Night,Brandon Routh
The Whistleblower,Monica Bellucci
The Whistleblower,Benedict Cumberbatch*
The Whistleblower,Rachel Weisz
Red State,Kyle Gallner
Red State,Melissa Leo
The Heart Specialist,Zoe Saldana
There Be Dragons,Olga Kurylenko
Attack the Block,John Boyega
Attack the Block,Nick Frost
Meek's Cutoff,Michelle Williams
Meek's Cutoff,Zoe Kazan
Meek's Cutoff,Paul Dano
The Beaver,Mel Gibson
The Beaver,Jennifer Lawrence
The Beaver,Jodie Foster
Higher Ground,Vera Farmiga
Hobo With a Shotgun,Rutger Hauer
Terri,John C. Reilly
POM Wonderful Presents:The Greatest Movie Ever Sold,Morgan Spurlock
The Last Lions,Jeremy Irons*
The Future,Miranda July
Machine Gun Preacher,Gerard Butler
Machine Gun Preacher,Michelle Monaghan
Even the Rain,Gael Garcia Bernal
Queen to Play,Kevin Kline
Submarine,Sally Hawkins
Hesher,Joseph Gordon-Levitt
Hesher,Natalie Portman
Miral,Freida Pinto
Mooz-lum,Danny Glover
The First Grader,Naomie Harris
Super,Ellen Page
Super,Kevin Bacon
Super,Liv Tyler
The Mill and the Cross,Rutger Hauer
Brighton Rock,Helen Mirren
Brighton Rock,Andy Serkis
HappyThankYouMorePlease,Zoe Kazan
HappyThankYouMorePlease,Josh Radnor
Ip Man 2:Legend of the Grandmaster,Donnie Yen
A Good Old Fashioned Orgy,Lake Bell
A Good Old Fashioned Orgy,Will Forte
A Good Old Fashioned Orgy,Jason Sudeikis
Amigo,Dane DeHaan
Amigo,Chris Cooper
Restless (2011),Mia Wasikowska
Eames:The Architect and the Painter,James Franco*
Oranges and Sunshine,Hugo Weaving
The Double,Richard Gere
The Double,Topher Grace
1911,Jackie Chan
Trust (2011),Clive Owen
Trust (2011),Viola Davis
Kaboom,Juno Temple
Kaboom,Thomas Dekker
Kaboom,Rooney Mara
35 and Ticking,Kevin Hart
Henry's Crime,Keanu Reeves
Henry's Crime,Vera Farmiga
Elite Squad:The Enemy Within,Seu Jorge
Last Night,Keira Knightley
Last Night,Sam Worthington
Last Night,Eva Mendes
A Little Help,Jenna Fischer
A Little Help,Chris O'Donnell
The Whale,Ryan Reynolds*
Beautiful Boy,Kyle Gallner
Beautiful Boy,Michael Sheen
Beautiful Boy,Maria Bello
Fireflies in the Garden,Julia Roberts
Fireflies in the Garden,Ryan Reynolds
Fireflies in the Garden,Willem Dafoe
Fireflies in the Garden,Carrie-Anne Moss
Fireflies in the Garden,Hayden Panettiere
Fireflies in the Garden,Ioan Gruffudd
Puncture,Chris Evans
Shaolin,Jackie Chan
Dirty Girl,Juno Temple
Dirty Girl,Milla Jovovich
Dirty Girl,William H. Macy
Legend of the Fist:The Return of Chen Zhen,Donnie Yen
Margaret,Anna Paquin
Margaret,Matt Damon
Margaret,Mark Ruffalo
Margaret,Matthew Broderick
Every Day,Helen Hunt
Every Day,Liev Schreiber
Every Day,Ezra Miller
Texas Killing Fields,Sam Worthington
Texas Killing Fields,Jeffrey Dean Morgan
Texas Killing Fields,Jessica Chastain
Texas Killing Fields,Chloe Moretz
Desert Flower,Sally Hawkins
Desert Flower,Anthony Mackie
Down for Life,Snoop Dogg
Down for Life,Danny Glover
A Somewhat Gentle Man,Stellan Skarsgard
Sleeping Beauty (2011) (II),Emily Browning
Meet Monica Velour,Dustin Ingram
The Son of No One,Channing Tatum
The Son of No One,Al Pacino
The Son of No One,Katie Holmes
The Son of No One,Tracy Morgan
Cracks,Eva Green
Cracks,Juno Temple
Cracks,Imogen Poots
Redemption Road,Michael Clarke Duncan
Salvation Boulevard,Pierce Brosnan
Salvation Boulevard,Jennifer Connelly
Salvation Boulevard,Ed Harris
Salvation Boulevard,Greg Kinnear
Salvation Boulevard,Marisa Tomei
Waiting for Forever,Rachel Bilson
Waiting for Forever,Tom Sturridge
Waiting for Forever,Nikki Blonsky
The Other Woman,Natalie Portman
The Other Woman,Lisa Kudrow
Trespass (2011),Nicolas Cage
Trespass (2011),Nicole Kidman
Trespass (2011),Cam Gigandet
Vanishing on 7th Street,Hayden Christensen
Vanishing on 7th Street,Thandie Newton
Vanishing on 7th Street,John Leguizamo
Black Death,Sean Bean
Black Death,Eddie Redmayne
Ceremony,Uma Thurman
Ceremony,Jake Johnson
All's Faire in Love,Cedric the Entertainer
All's Faire in Love,Christina Ricci
Monogamy,Rashida Jones
Monogamy,Chris Messina
Skateland,Ashley Greene
Skateland,Shiloh Fernandez
5 Days of War,Val Kilmer
London Boulevard,Colin Farrell
London Boulevard,Keira Knightley
London Boulevard,Anna Friel
I'm Not Jesus Mommy,Joseph Schneider
Ong Bak 3,Tony Jaa
Peep World,Famke Janssen
Sympathy for Delicious,Orlando Bloom
Sympathy for Delicious,Laura Linney
Sympathy for Delicious,Mark Ruffalo
Bloodworth,Val Kilmer
Bloodworth,Hilary Duff
Elektra Luxx,Adrianne Palicki
Elektra Luxx,Joseph Gordon-Levitt
Elektra Luxx,Timothy Olyphant
Elektra Luxx,Alicia Silverstone*
Elektra Luxx,Julianne Moore*
Frankie & Alice,Halle Berry
Frankie & Alice,Stellan Skarsgard
The Ledge,Terrence Howard
The Ledge,Liv Tyler
The Ledge,Patrick Wilson
Another Happy Day,Ezra Miller
Another Happy Day,Demi Moore
Another Happy Day,Thomas Haden Church
Another Happy Day,Kate Bosworth
Wrecked,Adrien Brody
Good Neighbors,Jay Baruchel
Janie Jones,Abigail Breslin
Janie Jones,Joel David Moore
I Melt With You,Thomas Jane
I Melt With You,Rob Lowe
The Family Tree,Max Thieriot
The Family Tree,Bow Wow
Tanner Hall,Rooney Mara
Flypaper,Ashley Judd
Burke and Hare,Andy Serkis
Burke and Hare,Simon Pegg
Burke and Hare,Isla Fisher
Burke and Hare,Tom Wilkinson
Passion Play,Mickey Rourke
Passion Play,Megan Fox
Passion Play,Bill Murray
Passion Play,Rhys Ifans
Main Street,Colin Firth
Main Street,Orlando Bloom
Pool Boys,Matthew Lillard
Pool Boys,Tom Arnold
"Love, Wedding, Marriage",Mandy Moore
"Love, Wedding, Marriage",Kellan Lutz
Chalet Girl,Felicity Jones
An Invisible Sign,Jessica Alba
Angels Crest,Thomas Dekker
Toy Story 3,Tom Hanks
Toy Story 3,Michael Keaton
Toy Story 3,Tim Allen
Toy Story 3,Bonnie Hunt*
Toy Story 3,Lee Unkrich*
Alice in Wonderland (2010),Mia Wasikowska
Alice in Wonderland (2010),Johnny Depp
Alice in Wonderland (2010),Helena Bonham Carter
Alice in Wonderland (2010),Anne Hathaway
Alice in Wonderland (2010),Michael Sheen
Alice in Wonderland (2010),Alan Rickman
Iron Man 2,"Robert Downey, Jr."
Iron Man 2,Don Cheadle
Iron Man 2,Scarlett Johansson
Iron Man 2,Gwyneth Paltrow
Iron Man 2,Sam Rockwell
Iron Man 2,Mickey Rourke
Iron Man 2,Samuel L. Jackson
Iron Man 2,Clark Gregg
Iron Man 2,John Slattery
Iron Man 2,Paul Bettany*
Iron Man 2,Jon Favreau*
The Twilight Saga:Eclipse,Kristen Stewart
The Twilight Saga:Eclipse,Robert Pattinson
The Twilight Saga:Eclipse,Taylor Lautner
The Twilight Saga:Eclipse,Ashley Greene
The Twilight Saga:Eclipse,Billy Burke
The Twilight Saga:Eclipse,Kellan Lutz
The Twilight Saga:Eclipse,Jackson Rathbone
The Twilight Saga:Eclipse,Dakota Fanning
The Twilight Saga:Eclipse,Bryce Dallas Howard*
The Twilight Saga:Eclipse,Anna Kendrick*
Harry Potter and the Deathly Hallows Part 1,Daniel Radcliffe
Harry Potter and the Deathly Hallows Part 1,Rupert Grint
Harry Potter and the Deathly Hallows Part 1,Emma Watson
Harry Potter and the Deathly Hallows Part 1,Helena Bonham Carter
Harry Potter and the Deathly Hallows Part 1,Ralph Fiennes
Harry Potter and the Deathly Hallows Part 1,Alan Rickman*
Harry Potter and the Deathly Hallows Part 1,Brendan Gleeson*
Harry Potter and the Deathly Hallows Part 1,Maggie Smith*
Harry Potter and the Deathly Hallows Part 1,Imelda Staunton*
Harry Potter and the Deathly Hallows Part 1,Rhys Ifans*
Inception,Leonardo DiCaprio
Inception,Joseph Gordon-Levitt
Inception,Marion Cotillard
Inception,Ellen Page
Inception,Tom Hardy
Inception,Cillian Murphy
Inception,Michael Caine
Inception,Lukas Haas*
Despicable Me,Steve Carell
Despicable Me,Jason Segel
Despicable Me,Russell Brand
Despicable Me,Kristen Wiig*
Despicable Me,Jemaine Clement*
Despicable Me,Danny McBride*
Despicable Me,Julie Andrews*
Despicable Me,Mindy Kaling*
Shrek Forever After,Mike Myers
Shrek Forever After,Eddie Murphy
Shrek Forever After,Cameron Diaz
Shrek Forever After,Antonio Banderas
Shrek Forever After,Jon Hamm*
Shrek Forever After,Lake Bell*
Shrek Forever After,Julie Andrews*
How to Train Your Dragon,Jay Baruchel
How to Train Your Dragon,Gerard Butler
How to Train Your Dragon,America Ferrera
How to Train Your Dragon,Jonah Hill
How to Train Your Dragon,Kristen Wiig
How to Train Your Dragon,Christopher Mintz-Plasse
Tangled,Mandy Moore
Tangled,Zachary Levi
Tangled,Ron Perlman
The Karate Kid,Jaden Smith
The Karate Kid,Jackie Chan
The Karate Kid,Taraji P. Henson
Tron Legacy,Jeff Bridges
Tron Legacy,Garrett Hedlund
Tron Legacy,Olivia Wilde
Tron Legacy,Michael Sheen
Tron Legacy,Cillian Murphy*
True Grit,Jeff Bridges
True Grit,Hailee Steinfeld
True Grit,Matt Damon
True Grit,Josh Brolin
Clash of the Titans (2010),Sam Worthington
Clash of the Titans (2010),Liam Neeson
Clash of the Titans (2010),Ralph Fiennes
Clash of the Titans (2010),Gemma Arterton
Clash of the Titans (2010),Alexa Davalos
Clash of the Titans (2010),Nicholas Hoult*
Grown Ups,Adam Sandler
Grown Ups,Kevin James
Grown Ups,Chris Rock
Grown Ups,Rob Schneider
Grown Ups,David Spade
Grown Ups,Salma Hayek
Grown Ups,Maria Bello
Grown Ups,Jamie Chung*
Little Fockers,Ben Stiller
Little Fockers,Robert DeNiro
Little Fockers,Dustin Hoffman
Little Fockers,Barbra Streisand
Little Fockers,Owen Wilson
Little Fockers,Jessica Alba
Little Fockers,Kevin Hart*
Megamind,Will Ferrell
Megamind,Brad Pitt
Megamind,Tina Fey
Megamind,Jonah Hill
Megamind,Ben Stiller*
Megamind,Tom McGrath*
The King's Speech,Colin Firth
The King's Speech,Geoffrey Rush
The King's Speech,Helena Bonham Carter
The King's Speech,Guy Pearce
The Last Airbender,Noah Ringer
The Last Airbender,Dev Patel
The Last Airbender,Jackson Rathbone
Shutter Island,Leonardo DiCaprio
Shutter Island,Mark Ruffalo
Shutter Island,Ben Kingsley
Shutter Island,Michelle Williams
Shutter Island,Jackie Earle Haley
The Other Guys,Will Ferrell
The Other Guys,Mark Wahlberg
The Other Guys,Dwayne Johnson
The Other Guys,Eva Mendes
The Other Guys,Samuel L. Jackson
The Other Guys,Michael Keaton
The Other Guys,Steve Coogan
The Other Guys,Rob Riggle
The Other Guys,Ray Stevenson
Salt,Angelina Jolie
Salt,Liev Schreiber
Salt,Chiwetel Ejiofor
Jackass 3-D,Johnny Knoxville
Valentine's Day,Jessica Alba
Valentine's Day,Kathy Bates
Valentine's Day,Jessica Biel
Valentine's Day,Bradley Cooper
Valentine's Day,Jamie Foxx
Valentine's Day,Jennifer Garner
Valentine's Day,Topher Grace
Valentine's Day,Anne Hathaway
Valentine's Day,Ashton Kutcher
Valentine's Day,Queen Latifah
Valentine's Day,Taylor Lautner
Valentine's Day,Julia Roberts
Valentine's Day,Emma Roberts
Black Swan,Natalie Portman
Black Swan,Mila Kunis
Black Swan,Winona Ryder
Robin Hood,Russell Crowe
Robin Hood,Cate Blanchett
Robin Hood,William Hurt
Robin Hood,Mark Strong
The Chronicles of Narnia:The Voyage of the Dawn Treader,Ben Barnes
The Chronicles of Narnia:The Voyage of the Dawn Treader,Tilda Swinton*
The Chronicles of Narnia:The Voyage of the Dawn Treader,Liam Neeson*
The Chronicles of Narnia:The Voyage of the Dawn Treader,Simon Pegg*
The Expendables,Sylvester Stallone
The Expendables,Jason Statham
The Expendables,Jet Li
The Expendables,Mickey Rourke
The Expendables,Bruce Willis*
The Expendables,Arnold Schwarzenegger*
Due Date,"Robert Downey, Jr."
Due Date,Zach Galifianakis
Due Date,Michelle Monaghan
Due Date,Jamie Foxx
Due Date,Danny McBride*
Due Date,Charlie Sheen*
Yogi Bear,Anna Faris
Yogi Bear,Justin Timberlake
Date Night,Gal Gadot
Date Night,Steve Carell
Date Night,Tina Fey
Date Night,Mark Wahlberg
Date Night,James Franco
Date Night,Taraji P. Henson
Date Night,Common
Date Night,Mila Kunis
Date Night,Leighton Meester
Date Night,Kristen Wiig*
Date Night,Mark Ruffalo*
The Social Network,Jesse Eisenberg
The Social Network,Andrew Garfield
The Social Network,Justin Timberlake
The Social Network,Armie Hammer
The Social Network,Rooney Mara
The Social Network,Rashida Jones
Sex and the City 2,Sarah Jessica Parker
Sex and the City 2,Alice Eve
Sex and the City 2,Penelope Cruz
Sex and the City 2,John Corbett
The Book of Eli,Denzel Washington
The Book of Eli,Gary Oldman
The Book of Eli,Mila Kunis
The Book of Eli,Ray Stevenson
The Fighter,Mark Wahlberg
The Fighter,Christian Bale
The Fighter,Amy Adams
The Fighter,Melissa Leo
The Town,Ben Affleck
The Town,Jon Hamm
The Town,Rebecca Hall
The Town,Chris Cooper
The Town,Jeremy Renner
The Town,Blake Lively
Prince of Persia:The Sands of Time,Jake Gyllenhaal
Prince of Persia:The Sands of Time,Ben Kingsley
Prince of Persia:The Sands of Time,Alfred Molina
Prince of Persia:The Sands of Time,Gemma Arterton
Red,Bruce Willis
Red,Karl Urban
Red,Morgan Freeman
Red,John Malkovich
Red,Helen Mirren
Red,Brian Cox
Percy Jackson & The Olympians:The Lightning Thief,Logan Lerman
Percy Jackson & The Olympians:The Lightning Thief,Brandon T. Jackson
Percy Jackson & The Olympians:The Lightning Thief,Sean Bean
Percy Jackson & The Olympians:The Lightning Thief,Pierce Brosnan
Percy Jackson & The Olympians:The Lightning Thief,Steve Coogan
Percy Jackson & The Olympians:The Lightning Thief,Rosario Dawson
Percy Jackson & The Olympians:The Lightning Thief,Uma Thurman*
Unstoppable,Denzel Washington
Unstoppable,Chris Pine
Unstoppable,Rosario Dawson
Eat Pray Love,Julia Roberts
Eat Pray Love,Javier Bardem
Eat Pray Love,James Franco
Eat Pray Love,Billy Crudup
Eat Pray Love,Viola Davis
Dear John,Amanda Seyfried
Dear John,Channing Tatum
The A-Team,Liam Neeson
The A-Team,Bradley Cooper
The A-Team,Sharlto Copley
The A-Team,Quinton 'Rampage' Jackson
The A-Team,Jessica Biel
The A-Team,Patrick Wilson
Knight & Day,Gal Gadot
Knight & Day,Tom Cruise
Knight & Day,Cameron Diaz
Knight & Day,Peter Sarsgaard
Knight & Day,Paul Dano
Knight & Day,Viola Davis
Dinner for Schmucks,Steve Carell
Dinner for Schmucks,Paul Rudd
Dinner for Schmucks,Ron Livingston
Dinner for Schmucks,Jemaine Clement
Dinner for Schmucks,Zach Galifianakis
The Tourist,Johnny Depp
The Tourist,Angelina Jolie
The Tourist,Paul Bettany
The Tourist,Rufus Sewell
The Bounty Hunter,Gerard Butler
The Bounty Hunter,Jennifer Aniston
The Bounty Hunter,Jason Sudeikis
Diary of a Wimpy Kid,Zachary Gordon
Diary of a Wimpy Kid,Chloe Moretz
The Sorcerer's Apprentice,Nicolas Cage
The Sorcerer's Apprentice,Jay Baruchel
The Sorcerer's Apprentice,Alfred Molina
The Sorcerer's Apprentice,Teresa Palmer
The Sorcerer's Apprentice,Monica Bellucci
A Nightmare on Elm Street (2010),Kyle Gallner
A Nightmare on Elm Street (2010),Jackie Earle Haley
A Nightmare on Elm Street (2010),Rooney Mara
A Nightmare on Elm Street (2010),Kellan Lutz
A Nightmare on Elm Street (2010),Thomas Dekker
A Nightmare on Elm Street (2010),Katie Cassidy
The Last Song,Miley Cyrus
The Last Song,Greg Kinnear
The Last Song,Liam Hemsworth
The Wolfman,Benicio Del Toro
The Wolfman,Anthony Hopkins
The Wolfman,Emily Blunt
The Wolfman,Hugo Weaving
Get Him to the Greek,Jonah Hill
Get Him to the Greek,Russell Brand
Get Him to the Greek,Sean 'P. Diddy' Combs
Get Him to the Greek,Elisabeth Moss
Get Him to the Greek,Rose Byrne
Get Him to the Greek,Aziz Ansari*
Get Him to the Greek,Jake Johnson*
Resident Evil:Afterlife,Milla Jovovich
Resident Evil:Afterlife,Ali Larter
Resident Evil:Afterlife,Boris Kodjoe
Tyler Perry's Why Did I Get Married Too?,Tyler Perry
Tyler Perry's Why Did I Get Married Too?,Sharon Leal
Tooth Fairy,Dwayne Johnson
Tooth Fairy,Julie Andrews
Tooth Fairy,Ashley Judd
Tooth Fairy,Seth MacFarlane
Tooth Fairy,Brandon T. Jackson
Secretariat,Diane Lane
Secretariat,John Malkovich
Easy A,Emma Stone
Easy A,Penn Badgley
Easy A,Amanda Bynes
Easy A,Thomas Haden Church
Easy A,Cam Gigandet
Easy A,Lisa Kudrow
Easy A,Alyson Michalka
Easy A,Stanley Tucci
Takers,Chris Brown
Takers,Hayden Christensen
Takers,Matt Dillon
Takers,Michael Ealy
Takers,Idris Elba
Takers,Paul Walker
Takers,Zoe Saldana
Legend of the Guardians:The Owls of Ga'Hoole,Abbie Cornish
Legend of the Guardians:The Owls of Ga'Hoole,Helen Mirren
Legend of the Guardians:The Owls of Ga'Hoole,Geoffrey Rush
Legend of the Guardians:The Owls of Ga'Hoole,Jim Sturgess
Legend of the Guardians:The Owls of Ga'Hoole,Hugo Weaving
Life as We Know It,Katherine Heigl
Life as We Know It,Josh Duhamel
Life as We Know It,Josh Lucas
Life as We Know It,Melissa McCarthy*
Letters to Juliet,Amanda Seyfried
Wall Street:Money Never Sleeps,Michael Douglas
Wall Street:Money Never Sleeps,Shia LaBeouf
Wall Street:Money Never Sleeps,Carey Mulligan
Wall Street:Money Never Sleeps,Josh Brolin
Wall Street:Money Never Sleeps,Susan Sarandon
Wall Street:Money Never Sleeps,Frank Langella
Wall Street:Money Never Sleeps,Charlie Sheen*
Predators,Adrien Brody
Predators,Topher Grace
Predators,Laurence Fishburne
Hubble 3D,Leonardo DiCaprio*
Hot Tub Time Machine,John Cusack
Hot Tub Time Machine,Clark Duke
Kick-Ass,Aaron Johnson
Kick-Ass,Nicolas Cage
Kick-Ass,Christopher Mintz-Plasse
Kick-Ass,Chloe Moretz
Kick-Ass,Mark Strong
Kick-Ass,Clark Duke
Killers,Katherine Heigl
Killers,Ashton Kutcher
Killers,Rob Riggle
Saw 3D,Cary Elwes
Cop Out,Bruce Willis
Cop Out,Tracy Morgan
Cop Out,Adam Brody
Cop Out,Rashida Jones
Cop Out,Michelle Trachtenberg*
Cats & Dogs:The Revenge of Kitty Galore,Christina Applegate
Cats & Dogs:The Revenge of Kitty Galore,Michael Clarke Duncan
Cats & Dogs:The Revenge of Kitty Galore,Neil Patrick Harris
Cats & Dogs:The Revenge of Kitty Galore,James Marsden
Cats & Dogs:The Revenge of Kitty Galore,Bette Midler
Cats & Dogs:The Revenge of Kitty Galore,Chris O'Donnell
Edge of Darkness,Frank Grillo
Edge of Darkness,Mel Gibson
Gulliver's Travels,Jack Black
Gulliver's Travels,Jason Segel
Gulliver's Travels,Emily Blunt
Gulliver's Travels,Amanda Peet
Death at a Funeral (2010),Chris Rock
Death at a Funeral (2010),Martin Lawrence
Death at a Funeral (2010),Tracy Morgan
Death at a Funeral (2010),Danny Glover
Death at a Funeral (2010),Regina Hall
Death at a Funeral (2010),Zoe Saldana
Death at a Funeral (2010),Luke Wilson
Death at a Funeral (2010),James Marsden
Death at a Funeral (2010),Kevin Hart*
The Last Exorcism,Ashley Bell
Legion (2010),Paul Bettany
Legion (2010),Lucas Black
Legion (2010),Tyrese Gibson
Legion (2010),Dennis Quaid
Burlesque,Cher
Burlesque,Cam Gigandet
Burlesque,Julianne Hough
Burlesque,Kristen Bell
Burlesque,Stanley Tucci
Burlesque,Dianna Agron
The Crazies,Timothy Olyphant
The Crazies,Radha Mitchell
For Colored Girls,Thandie Newton
For Colored Girls,Michael Ealy
The Back-Up Plan,Jennifer Lopez
The Back-Up Plan,Melissa McCarthy
The American,George Clooney
Green Zone,Matt Damon
Green Zone,Brendan Gleeson
Green Zone,Greg Kinnear
Green Zone,Amy Ryan
Marmaduke,Steve Coogan
Marmaduke,Sam Elliott
Marmaduke,Josh Gad
Marmaduke,William H. Macy
Marmaduke,Christopher Mintz-Plasse
Marmaduke,Ron Perlman
Marmaduke,Emma Stone*
Marmaduke,Kiefer Sutherland
Marmaduke,Damon Wayans
Marmaduke,Owen Wilson
Devil,Chris Messina
Hereafter,Matt Damon
Hereafter,Cecile de France
Hereafter,Bryce Dallas Howard
When in Rome,Kristen Bell
When in Rome,Josh Duhamel
Love and Other Drugs,Josh Gad
Love and Other Drugs,Jake Gyllenhaal
Love and Other Drugs,Anne Hathaway
She's Out of My League,Jay Baruchel
She's Out of My League,Alice Eve
She's Out of My League,Mike Vogel
Scott Pilgrim vs. the World,Michael Cera
