MOVIE_NAME,DOMESTIC_OPENING,FOREIGN_TOTAL,BUDGET,GENRE,RELEASE_DATE
Predestination,44028,0,0,Sci-Fi Action,2015-01-09 00:00:00
I Am Big Bird,10000,0,0,Documentary,2015-05-06 00:00:00
The Messenger (2015),0,0,0,Documentary,2015-12-04 00:00:00
Turbo Kid,31428,0,0,Action,2015-08-28 00:00:00
People Places Things,31262,0,0,Comedy,2015-08-14 00:00:00
Eden,18987,0,0,Foreign,2015-06-19 00:00:00
The Duke of Burgundy,11902,0,0,Thriller,2015-01-23 00:00:00
The Office,34144,0,0,Musical,2015-09-18 00:00:00
Drunk Stoned Brilliant Dead:The Story of the National Lampoon,5254,0,0,Documentary,2015-09-25 00:00:00
Flowers,6572,0,0,Drama,2015-10-30 00:00:00
Only You,5711738,0,0,Romantic Comedy,1994-10-07 00:00:00
Dark Star:H.R. Giger's World,8349,0,0,Documentary,2015-05-15 00:00:00
Girlhood (2015),7667,0,0,Foreign,2015-01-30 00:00:00
Jauja,8314,0,0,Foreign,2015-03-20 00:00:00
Gueros,0,0,0,Comedy,2015-05-20 00:00:00
Cooties,33031,0,0,Action Comedy,2015-09-18 00:00:00
I Smile Back,15758,0,0,Drama,2015-10-23 00:00:00
Rififi (2015 re-release),17396,0,0,Crime Drama,2015-09-02 00:00:00
Entertainment,5132,0,0,Drama,2015-11-13 00:00:00
The Search for General Tso,9336,0,0,Documentary,2015-01-02 00:00:00
The Ark of Mr. Chow,22583,0,0,Comedy,2015-06-19 00:00:00
Beloved Sisters,19704,2153000,0,Foreign,2015-01-09 00:00:00
Aloft,2116,0,0,Drama,2015-05-22 00:00:00
The Quay Brothers in 35mm,16995,0,0,Animation,2015-08-19 00:00:00
We Come As Friends,0,0,0,Documentary,2015-08-14 00:00:00
The Yes Men Are Revolting,12462,0,0,Documentary,2015-06-12 00:00:00
The Advocate:A Missing Body,19770,0,0,Crime,2015-10-23 00:00:00
Heist (2015),28688,0,0,Action Thriller,2015-11-13 00:00:00
Spring (2015),19675,0,0,Horror Thriller,2015-03-20 00:00:00
Difret,6777,0,0,Drama,2015-10-23 00:00:00
Red Herring,27804,0,0,Crime Drama,2015-10-30 00:00:00
The Seven Five,14785,0,0,Documentary,2015-05-08 00:00:00
BY MAJOR STUDIO,0,0,0,NONE,
Appropriate Behavior,19114,0,0,Comedy,2015-01-16 00:00:00
Shanghai,26604,9199466,0,Period Drama,2015-10-02 00:00:00
Beyond the Reach,30287,0,0,Drama,2015-04-17 00:00:00
Lost River,20828,0,0,Drama,2015-04-10 00:00:00
Mr. X,30097,5016392,0,Foreign,2015-04-17 00:00:00
The Salvation,4651,0,0,Western,2015-02-27 00:00:00
River of Fundament,9938,0,0,Drama,2015-12-04 00:00:00
Madame Bovary (1991),236113,0,0,Foreign,1991-12-27 00:00:00
Charlie's Country,5340,0,0,Foreign,2015-06-05 00:00:00
Breathe,5063,0,0,Drama,2015-09-11 00:00:00
Pearl Button,0,0,0,Documentary,2015-10-23 00:00:00
Nowitzki,20049,0,0,Documentary,2015-07-10 00:00:00
Queen and Country,5954,0,0,Drama,2015-02-18 00:00:00
Censored Voices,6153,0,0,Documentary,2015-11-20 00:00:00
The New Rijksmuseum,2631,0,0,Documentary,2015-06-19 00:00:00
The Phone,3824,0,0,Action Thriller,2015-11-06 00:00:00
What Our Fathers Did:A Nazi Legacy,8132,0,0,Documentary,2015-11-06 00:00:00
,0,0,0,NONE,
Lila & Eve,21806,0,0,Drama / Thriller,2015-07-17 00:00:00
Match,6000,0,0,Drama,2015-01-14 00:00:00
Before We Go,18630,0,0,Comedy / Drama,2015-09-04 00:00:00
The Mafia Only Kills in Summer,0,0,0,Foreign,2015-03-06 00:00:00
Grey Gardens (2015 re-release),13845,0,0,Documentary,2015-03-06 00:00:00
Knock Knock,18623,0,0,Horror Thriller,2015-10-09 00:00:00
Kindergarten Teacher,0,0,0,Drama,2015-07-31 00:00:00
Welcome to Leith,3707,0,0,Documentary,2015-09-09 00:00:00
Finders Keepers (2015),5740,0,0,Documentary,2015-09-25 00:00:00
Wild City,17181,0,0,Action / Crime,2015-07-31 00:00:00
The Forbidden Room,0,0,0,Comedy / Drama,2015-10-07 00:00:00
Pierrot le fou (2015 re-issue),7922,0,0,Drama,2015-12-18 00:00:00
The Winding Stream,3660,0,0,Documentary,2015-12-16 00:00:00
Song One,20200,0,0,Drama,2015-01-23 00:00:00
Love Forecast,11600,0,0,Foreign,2015-01-23 00:00:00
Amira & Sam,15535,0,0,Romantic Comedy,2015-01-30 00:00:00
"Out 1, noli me tangere",12537,0,0,Drama,2015-11-06 00:00:00
Don Verdean,12907,0,0,Comedy,2015-12-11 00:00:00
"3 1/2 Minutes, 10 Bullets",2238,0,0,Documentary,2015-06-19 00:00:00
Runoff,9515,0,0,Drama,2015-06-26 00:00:00
Paul Taylor:Creative Domain,8150,0,0,Documentary,2015-09-11 00:00:00
Paulette,8882,0,0,Crime Comedy,2015-08-14 00:00:00
Rebels of the Neon God,0,0,0,Foreign,2015-04-10 00:00:00
Americons,14404,0,0,Thriller,2015-01-23 00:00:00
Hard to Be a God,0,0,0,Foreign,2015-01-30 00:00:00
The Nightmare,13363,0,0,Documentary,2015-06-05 00:00:00
"Like Sunday, Like Rain",1082,0,0,Music Drama,2015-03-06 00:00:00
7 Chinese Brothers,0,0,0,Comedy,2015-08-28 00:00:00
Bikes vs Cars,0,0,0,Documentary,2015-12-04 00:00:00
The Cut,5327,0,0,Drama,2015-09-18 00:00:00
Sembene!,0,0,0,Documentary,2015-11-13 00:00:00
The Keeping Room,4328,0,0,Drama,2015-09-25 00:00:00
Tap World,8714,0,0,Documentary,2015-07-10 00:00:00
Peace Officer,0,0,0,Documentary,2015-09-16 00:00:00
The Army of Shadows (2015 re-release),8112,0,0,Drama,2015-08-26 00:00:00
Rediscover Sautet,0,0,0,Unknown,2015-06-12 00:00:00
Love At First Fight,3187,0,0,Foreign,2015-05-22 00:00:00
R100,7263,0,0,Foreign,2015-01-23 00:00:00
Olvidados (Forgotten),2791,0,0,Drama,2015-09-18 00:00:00
Big Game,16909,0,0,Action Thriller,2015-06-26 00:00:00
Kill Me Three Times,15477,0,0,Action Thriller,2015-04-10 00:00:00
Unexpected,0,0,0,Comedy / Drama,2015-07-24 00:00:00
Can't Stand Losing You:Surviving the Police,5656,0,0,Documentary,2015-03-20 00:00:00
"Hippocrates, Diary of a French Doctor",0,0,0,Drama,2015-06-19 00:00:00
"Hippocrates, Diary of a French Doctor",0,0,0,Drama,2015-06-19 00:00:00
Salut D'Amour,6514,0,0,Foreign,2015-04-10 00:00:00
Metropolitan (2015 re-release),7554,0,0,Comedy / Drama,2015-08-07 00:00:00
Slow Learners,948,0,0,Comedy,2015-08-19 00:00:00
Princess Cut,0,0,0,Romance,2015-07-28 00:00:00
Animals (2015),14471,0,0,Drama,2015-05-15 00:00:00
Noma - My Perfect Storm,2987,0,0,Documentary,2015-12-18 00:00:00
Consumed,0,0,0,Drama / Thriller,2015-11-10 00:00:00
Boy Meets Girl (2015),5306,0,0,Romantic Comedy,2015-02-06 00:00:00
"Love, Rosie",14893,4419000,0,Romantic Comedy,2015-02-06 00:00:00
Futuro Beach,3324,0,0,Foreign,2015-02-27 00:00:00
Friends and Romans,0,0,0,Comedy,2015-10-23 00:00:00
Forbidden Games (1952),4316,0,0,Foreign,2015-04-24 00:00:00
Wild Canaries,2683,0,0,Comedy,2015-02-25 00:00:00
Misery Loves Comedy,5300,0,0,Documentary,2015-04-24 00:00:00
Going Away,7714,0,0,Drama,2015-10-02 00:00:00
A Hard Day,0,0,0,Action / Crime,2015-07-17 00:00:00
The Challenger,12246,0,0,Action Drama,2015-09-11 00:00:00
Ardor,13726,0,0,Drama,2015-07-17 00:00:00
Gabo:The Creation of Gabriel Garcia Marquez,1432,0,0,Documentary,2015-10-01 00:00:00
The Little Death,3118,0,0,Comedy,2015-06-26 00:00:00
Gangnam 1970,18022,0,0,Foreign / Action,2015-02-06 00:00:00
The Other One,11718,0,0,Drama,2015-06-26 00:00:00
Mediterranea,5846,0,0,Drama,2015-11-20 00:00:00
Trash,10230,4791538,0,Adventure Comedy,2015-10-09 00:00:00
Strangerland,17472,0,0,Drama / Thriller,2015-07-10 00:00:00
Great Museum,0,0,0,Documentary,2015-07-03 00:00:00
Eastern Boys,5726,0,0,Foreign,2015-02-27 00:00:00
Extraction,10948,0,0,Thriller,2015-12-18 00:00:00
Eva,10395,0,0,Foreign,2015-03-13 00:00:00
This Changes Everything,9770,0,0,Documentary,2015-10-03 00:00:00
The World of Kanako,6834,0,0,Thriller,2015-12-04 00:00:00
Who Took Johnny,7666,0,0,Documentary,2015-04-24 00:00:00
Life in a Walk,0,0,0,Documentary,2015-09-02 00:00:00
The Human Centipede 3 (Final Sequence),0,0,0,Horror,2015-05-22 00:00:00
Can You Dig This,0,0,0,Documentary,2015-11-27 00:00:00
Full Moon in Paris,5040,0,0,Foreign,2015-04-17 00:00:00
Number One Fan,1023,0,0,Foreign,2015-09-04 00:00:00
Cheatin',0,0,0,Animation,2015-04-03 00:00:00
Zombeavers,8163,0,0,Horror Comedy,2015-03-20 00:00:00
Gloria (2015),7930,0,0,Foreign,2015-07-17 00:00:00
10 Days in a Madhouse,4773,0,0,Drama,2015-11-11 00:00:00
Buzzard,8031,0,0,Comedy,2015-03-06 00:00:00
The Hallow,1559,0,0,Horror,2015-11-06 00:00:00
Backcountry,1005,0,0,Drama / Thriller,2015-03-20 00:00:00
Amour Fou,0,0,0,Foreign,2015-03-18 00:00:00
Eli,7098,0,0,Comedy,2015-06-19 00:00:00
Yakuza Apocalypse,0,0,0,Action Comedy,2015-10-09 00:00:00
"10,000 Km",8941,0,0,Comedy / Drama,2015-07-10 00:00:00
The Armor of Light,0,0,0,Documentary,2015-10-30 00:00:00
Arabian Nights:Volume 1 - The Restless One,0,0,0,Drama,2015-12-04 00:00:00
Wa-shoku:Beyond Sushi,5582,0,0,Documentary,2015-04-10 00:00:00
Murder in the Park,1310,0,0,Documentary,2015-06-26 00:00:00
Little England,5775,0,0,Drama,2015-05-17 00:00:00
Of Horses and Men,9565,0,0,Foreign,2015-03-06 00:00:00
Dreams Rewired,0,0,0,Documentary,2015-11-12 00:00:00
Emptying the Skies,4818,0,0,Documentary,2015-04-22 00:00:00
Marie's Story,0,0,0,Foreign,2015-05-01 00:00:00
Kidnapping of Michel Houellebecq,0,0,0,Comedy Thriller,2015-03-25 00:00:00
The Devil's Violinist,8013,0,0,Music Drama,2015-01-30 00:00:00
1001 Grams,0,0,0,Drama,2015-05-08 00:00:00
Just Before I Go,8129,0,0,Comedy,2015-04-24 00:00:00
Digging Up the Marrow,0,0,0,Fantasy Drama,2015-02-12 00:00:00
Mala Mala,2569,0,0,Documentary,2015-07-01 00:00:00
Empire of Lust,2230,0,0,Foreign,2015-03-06 00:00:00
The Forecaster,0,0,0,Documentary,2015-03-27 00:00:00
Little Accidents,8649,0,0,Drama,2015-01-16 00:00:00
The Mind of Mark DeFriest,0,0,0,Documentary,2015-03-06 00:00:00
Still Life (2015),0,0,0,Comedy / Drama,2015-01-16 00:00:00
"One Cut, One Life",4127,0,0,Documentary,2015-05-13 00:00:00
Cupcakes,2570,0,0,Foreign,2015-03-27 00:00:00
The Lesson,0,0,0,Foreign,2015-03-04 00:00:00
Station to Station,9000,0,0,Documentary,2015-08-21 00:00:00
An Eye for Beauty,0,0,0,Drama,2015-08-28 00:00:00
Butterfly Girl,4326,0,0,Documentary,2015-04-03 00:00:00
Northern Soul,6786,0,0,Music Drama,2015-10-02 00:00:00
B-Side,6544,0,0,Romance,2015-07-10 00:00:00
The Pardon,1418,0,0,Crime Drama,2015-06-26 00:00:00
BY MAJOR STUDIO,0,0,0,NONE,
Dawn of the Crescent Moon,6411,0,0,Sci-Fi Thriller,2015-07-24 00:00:00
Meet Me in Montenegro,5010,0,0,Comedy / Drama,2015-07-10 00:00:00
Farewell to Hollywood,572,0,0,Documentary,2015-02-25 00:00:00
Counting,4904,0,0,Documentary,2015-07-31 00:00:00
The Girl in the Book,5249,0,0,Drama,2015-12-11 00:00:00
A Fool (Yi ge shao zi),5741,0,0,Comedy / Drama,2015-11-27 00:00:00
Jellyfish Eyes,1927,0,0,Fantasy,2015-07-15 00:00:00
Every Thing Will be Fine,1428,0,0,Drama,2015-12-04 00:00:00
Steak (R)evolution,0,0,0,Documentary,2015-07-17 00:00:00
Straight Outta Tompkins,4011,0,0,Drama,2015-03-06 00:00:00
Gone Doggy Gone,5625,0,0,Comedy,2015-06-26 00:00:00
One Small Hitch,5328,0,0,Romantic Comedy,2015-02-06 00:00:00
Kilo Two Bravo,0,0,0,Drama,2015-11-13 00:00:00
The Great Man,2482,0,0,Drama,2015-08-14 00:00:00
The Riot Club,2188,2140000,0,Drama / Thriller,2015-03-27 00:00:00
Area 51,7556,0,0,Horror,2015-05-15 00:00:00
On the Way to School,0,0,0,Documentary,2015-02-06 00:00:00
Rubble Kings,0,0,0,Documentary,2015-06-19 00:00:00
The Film Critic,839,0,0,Foreign,2015-05-15 00:00:00
The Dinner,805,0,0,Drama,2015-08-07 00:00:00
Antarctic Edge,3131,0,0,Documentary,2015-04-17 00:00:00
Li'l Quinquin,3204,0,0,Foreign,2015-01-02 00:00:00
Hungry Hearts,1869,0,0,Drama,2015-06-05 00:00:00
The Sisterhood of Night,5264,0,0,Drama,2015-04-10 00:00:00
Steve McQueen:The Man & Le Mans,4079,0,0,Documentary,2015-11-13 00:00:00
Capture the Flag,6690,8300000,0,Animation,2015-12-04 00:00:00
Horse Money,3409,0,0,Drama,2015-07-24 00:00:00
The Suicide Theory,5229,0,0,Drama,2015-07-10 00:00:00
Arabian Nights:Volume 2 - The Desolate One,0,0,0,Drama,2015-12-11 00:00:00
Alleluia,2712,0,0,Thriller,2015-07-17 00:00:00
The Night of the Shooting Stars (Re-issue),4414,0,0,Drama,2015-08-12 00:00:00
Barely Lethal,0,0,0,Action / Adventure,2015-04-30 00:00:00
Marquise of O,0,0,0,Foreign,2015-03-27 00:00:00
"Sex, Death and Bowling",50,0,0,Comedy / Drama,2015-10-30 00:00:00
Gabriel,2124,0,0,Drama / Thriller,2015-06-19 00:00:00
Medeas,3025,0,0,Drama,2015-01-16 00:00:00
Top Spin,2177,0,0,Documentary,2015-08-21 00:00:00
Shout Gladi Gladi,5046,0,0,Documentary,2015-10-02 00:00:00
Black November,0,0,0,Drama,2015-01-09 00:00:00
The Wanted 18,4973,0,0,Documentary,2015-06-19 00:00:00
Tu Dors Nicole,0,0,0,Comedy / Drama,2015-05-29 00:00:00
This Isn't Funny,690,0,0,Comedy / Drama,2015-11-06 00:00:00
Chic!,587,0,0,Comedy,2015-05-01 00:00:00
Our Man in Tehran,1640,0,0,Documentary,2015-05-15 00:00:00
The Living,74,0,0,Thriller,2015-04-03 00:00:00
Far from Men,0,0,0,Foreign,2015-05-01 00:00:00
She's Lost Control,900,0,0,Drama,2015-03-20 00:00:00
From Mayerling to Sarajevo (2015 re-issue),5247,0,0,Foreign,2015-03-27 00:00:00
The Dead Lands,1327,0,0,Action,2015-04-17 00:00:00
The Princess of France,0,0,0,Drama,2015-06-26 00:00:00
Death Valley,4344,0,0,Thriller,2015-10-16 00:00:00
On War,2210,0,0,Comedy / Drama,2015-11-20 00:00:00
A Reason,1690,0,0,Drama,2015-08-28 00:00:00
SBK The-Movie,2650,0,0,Comedy,2015-04-03 00:00:00
Gerontophilia,1927,0,0,Comedy / Drama,2015-05-01 00:00:00
Guidance,0,0,0,Comedy,2015-08-21 00:00:00
Miss Hill:Making Dance Matter,2560,0,0,Documentary,2015-01-23 00:00:00
Jenny's Wedding,2254,0,0,Comedy,2015-07-31 00:00:00
Against the Sun,3023,0,0,Adventure,2015-01-23 00:00:00
Ashby,4631,0,0,Comedy / Drama,2015-09-25 00:00:00
Seeds of Time,0,0,0,Documentary,2015-05-22 00:00:00
Arabian Nights:Volume 3 - The Enchanted One,0,0,0,Foreign,2015-12-18 00:00:00
The Summer of Sangaile,453,0,0,Drama,2015-11-20 00:00:00
"Farewell, Herr Schwarz",0,0,0,Documentary,2015-01-09 00:00:00
Club Life,0,0,0,Drama,2015-05-29 00:00:00
Back to the Jurassic,0,0,0,Animation,2015-06-12 00:00:00
Days of Grace,2213,0,0,Foreign,2015-05-01 00:00:00
Set Fire to the Stars,1132,0,0,Drama,2015-06-12 00:00:00
La Navaja de Don Juan,2330,0,0,Comedy,2015-10-09 00:00:00
Three Night Stand,2538,0,0,Comedy,2015-01-16 00:00:00
Salvation Army,2433,0,0,Foreign,2015-01-23 00:00:00
Unfreedom,0,0,0,Crime Drama,2015-05-29 00:00:00
The Free Speech Apocalypse,0,0,0,Documentary,2015-11-05 00:00:00
In the Basement,748,0,0,Documentary,2015-11-06 00:00:00
,0,0,0,NONE,
That Sugar Film,3500,0,0,Documentary,2015-07-31 00:00:00
Hyena,0,0,0,Drama,2015-05-01 00:00:00
Mi America,3330,0,0,Crime Drama,2015-10-16 00:00:00
Know How,2414,0,0,Drama,2015-05-15 00:00:00
Drunk Wedding,3301,0,0,Comedy,2015-05-22 00:00:00
Windsor Drive,2160,0,0,Thriller,2015-08-28 00:00:00
blackhats (2015),2482,0,0,Thriller,2015-10-23 00:00:00
Xenia,358,0,0,Drama,2015-10-09 00:00:00
The Iron Ministry,896,0,0,Documentary,2015-08-21 00:00:00
Moana With Sound (2015 re-issue),2274,0,0,Documentary,2015-11-13 00:00:00
Julia (2015),2110,0,0,Thriller,2015-10-23 00:00:00
Chocolat (2015 re-release),2710,0,0,Drama,2015-09-18 00:00:00
Body,2457,0,0,Drama / Thriller,2015-12-11 00:00:00
Hayride 2,1668,0,0,Horror,2015-03-06 00:00:00
L.A. Slasher,2421,0,0,Comedy,2015-06-26 00:00:00
Anita Ho,2250,0,0,Drama,2015-02-27 00:00:00
The Lady in the Car with Glasses and a Gun,297,0,0,Thriller,2015-12-18 00:00:00
Me You and Five Bucks,862,0,0,Comedy,2015-09-25 00:00:00
Sneakerheadz,1903,0,0,Documentary,2015-08-07 00:00:00
The Other Man:F.W. de Klerk and the End of Apartheid in South Africa,1153,0,0,Documentary,2015-02-06 00:00:00
Dark Forest,1739,0,0,Horror,2015-08-21 00:00:00
The Looking Glass,107,0,0,Drama,2015-10-23 00:00:00
Drown,860,0,0,Drama,2015-08-28 00:00:00
Cut Snake,55,0,0,Thriller,2015-10-07 00:00:00
Forever (2015),0,0,0,Drama,2015-09-11 00:00:00
Stations of the Cross,688,0,0,Drama,2015-07-10 00:00:00
Making Rounds,1056,0,0,Documentary,2015-10-30 00:00:00
Along the Roadside,0,0,0,Comedy,2015-03-27 00:00:00
3 Nights in the Desert,234,0,0,Drama,2015-02-06 00:00:00
Skin Trade,162,0,0,Action,2015-05-08 00:00:00
El Nino,245,0,0,Drama,2015-04-17 00:00:00
Childless,732,0,0,Drama,2015-05-15 00:00:00
They are We,590,0,0,Documentary,2015-06-26 00:00:00
Thanks to My Friends,587,0,0,Comedy,2015-12-11 00:00:00
Big Muddy,147,0,0,Crime,2015-01-23 00:00:00
REC 4:Apocalypse,708,0,0,Foreign / Horror,2015-01-02 00:00:00
It's All So Quiet (Boven is het stil),362,0,0,Foreign,2015-01-09 00:00:00
Tough Being Loved By Jerks,0,0,0,Foreign,2015-03-13 00:00:00
United Passions,607,0,0,Sports Drama,2015-06-05 00:00:00
The Chambermaid,0,0,0,Drama,2015-05-29 00:00:00
Lou! Journal infime,88,0,0,Comedy,2015-04-24 00:00:00
Paranoid Girls,54,0,0,Comedy,2015-11-13 00:00:00
