MOVIE_NAME,PRODUCER
Contraband,Stephen Levinson
Contraband,Mark Wahlberg
Contraband,Clinton Shorter
Looper,Ram Bergman
Looper,Joseph Gordon-Levitt
Looper,Dan Mintz
Looper,Peter Schlessel
Looper,James D. Stern
Looper,Nathan Johnson
Tyler Perry's Madea's Witness Protection,Ozzie Areu
Tyler Perry's Madea's Witness Protection,Paul Hall
Tyler Perry's Madea's Witness Protection,Tyler Perry
Tyler Perry's Madea's Witness Protection,Aaron Zigman
Battleship,Peter Berg
Battleship,Scott Stuber
Battleship,Steve Jablonsky
Pitch Perfect,Elizabeth Banks
Pitch Perfect,Paul Brooks
Pitch Perfect,Max Handelman
Pitch Perfect,Scott Niemeyer
Pitch Perfect,Christophe Beck
Mirror Mirror,Bernie Goldmann
Mirror Mirror,Ryan Kavanaugh
Mirror Mirror,Kevin Misher
Mirror Mirror,Brett Ratner
Mirror Mirror,Tucker Tooley
Mirror Mirror,Alan Menken
Chronicle (2012),John Davis
Hope Springs,Todd Black
Hope Springs,Jason Blumenthal
Hope Springs,Steve Tisch
Hope Springs,Theodore Shapiro
Underworld Awakening,Gary Lucchesi
Underworld Awakening,Tom Rosenberg
Underworld Awakening,Len Wiseman
Underworld Awakening,Richard Wright
Underworld Awakening,Paul Haslinger
The Lucky One,Denise Di Novi
The Lucky One,Alison Greenspan
The Lucky One,Kevin McCormick
The Lucky One,Mark Isham
The Dictator,Alec Berg
The Dictator,Sacha Baron Cohen
The Dictator,David Mandel
The Dictator,Scott Rudin
The Dictator,Jeff Schaffer
The Dictator,Erran Baron Cohen
Total Recall (2012),Toby Jaffe
Total Recall (2012),Neal H. Moritz
Total Recall (2012),Harry Gregson-Williams
American Reunion,Chris Moore
American Reunion,Chris Weitz
American Reunion,Paul Weitz
American Reunion,Lyle Workman
ParaNorman,Travis Knight
ParaNorman,Jon Brion
This Means War,Simon Kinberg
This Means War,James Lassiter
This Means War,Robert Simonds
This Means War,Will Smith
This Means War,Lisa Stewart
This Means War,Christophe Beck
Project X,Scott Budnick
Project X,Alex Heineman
Project X,John Hillcoat
Project X,Todd Phillips
Project X,Joel Silver
The Woman in Black,Roy Lee
The Woman in Black,Marco Beltrami
Paranormal Activity 4,Jason Blum
Paranormal Activity 4,Akiva Goldsman
Paranormal Activity 4,Oren Peli
The Devil Inside,Lorenzo di Bonaventura
The Devil Inside,Matthew Peterman
The Devil Inside,Steven Schneider
The Devil Inside,Mark Vahradian
The Odd Life of Timothy Green,Geoff Zanelli
Ghost Rider:Spirit of Vengeance,Avi Arad
Ghost Rider:Spirit of Vengeance,Michael De Luca
Ghost Rider:Spirit of Vengeance,David S. Goyer
Ghost Rider:Spirit of Vengeance,Mark Steven Johnson
Ghost Rider:Spirit of Vengeance,David Sardy
The Grey,Joe Carnahan
The Grey,Ridley Scott
The Grey,Tony Scott
The Grey,Marc Streitenfeld
Red Tails,George Lucas
Red Tails,Rick McCallum
Red Tails,Terence Blanchard
The Possession,Sam Raimi
The Possession,Peter Schlessel
Diary of a Wimpy Kid:Dog Days,Nina Jacobson
Diary of a Wimpy Kid:Dog Days,Ed Shearmur
Sinister,Jason Blum
Sinister,Brian Kavanaugh-Jones
Sinister,Christopher Young
The Best Exotic Marigold Hotel,Jeff Skoll
The Best Exotic Marigold Hotel,Thomas Newman
Moonrise Kingdom,Wes Anderson
Moonrise Kingdom,Steven M. Rales
Moonrise Kingdom,Scott Rudin
Moonrise Kingdom,Alexandre Desplat
Here Comes the Boom,Todd Garner
Here Comes the Boom,Kevin James
Here Comes the Boom,Rupert Gregson-Williams
Red Dawn (2012),Beau Flynn
Red Dawn (2012),Tripp Vinson
The Three Stooges,The Farrelly Bros.
The Three Stooges,Bradley Thomas
The Three Stooges,Charles B. Wessler
The Three Stooges,John Debney
Resident Evil:Retribution,Paul W.S. Anderson
Resident Evil:Retribution,Don Carmody
Resident Evil:Retribution,tomandandy
The Cabin in the Woods,Jason Clark
The Cabin in the Woods,Joss Whedon
The Cabin in the Woods,David Julyan
What to Expect When You're Expecting,Mark Mothersbaugh
End of Watch,David Ayer
End of Watch,Randall Emmett
End of Watch,George Furla
End of Watch,David Sardy
Rock of Ages,Chris D'Arienzo
Rock of Ages,Jennifer Gibgot
Rock of Ages,Tobey Maguire
Rock of Ages,Adam Shankman
Abraham Lincoln:Vampire Hunter,Timur Bekmambetov
Abraham Lincoln:Vampire Hunter,Tim Burton
Abraham Lincoln:Vampire Hunter,Seth Grahame-Smith
Abraham Lincoln:Vampire Hunter,Simon Kinberg
Abraham Lincoln:Vampire Hunter,Henry Jackman
Lawless,Megan Ellison
Lawless,Nick Cave
Lawless,Warren Ellis
The Guilt Trip,David Ellison
The Guilt Trip,Dan Fogelman
The Guilt Trip,Evan Goldberg
The Guilt Trip,Lorne Michaels
The Guilt Trip,Seth Rogen
The Guilt Trip,Paul Schwake
The Guilt Trip,Barbra Streisand
The Guilt Trip,Christophe Beck
That's My Boy,Jack Giarraputo
That's My Boy,Tim Herlihy
That's My Boy,Heather Parry
That's My Boy,Adam Sandler
That's My Boy,Rupert Gregson-Williams
Trouble with the Curve,Clint Eastwood
Trouble with the Curve,Robert Lorenz
Trouble with the Curve,Tim Moore
Trouble with the Curve,Michelle Weisler
Trouble with the Curve,Marco Beltrami
The Watch,Shawn Levy
The Watch,Christophe Beck
Frankenweenie,Tim Burton
Frankenweenie,Don Hahn
Frankenweenie,Danny Elfman
Step Up Revolution,Jennifer Gibgot
Step Up Revolution,Aaron Zigman
Tyler Perry's Good Deeds,Ozzie Areu
Tyler Perry's Good Deeds,Paul Hall
Tyler Perry's Good Deeds,Tyler Perry
Tyler Perry's Good Deeds,Aaron Zigman
2016 Obama's America,Gerald R. Molen
House at the End of The Street,Ryan Kavanaugh
House at the End of The Street,Aaron Ryder
House at the End of The Street,Tucker Tooley
House at the End of The Street,Theo Green
The Pirates! Band of Misfits,Peter Lord
The Pirates! Band of Misfits,Theodore Shapiro
Joyful Noise,Broderick Johnson
Joyful Noise,Andrew A. Kosove
Joyful Noise,Mervyn Warren
Chimpanzee,Don Hahn
The Five-Year Engagement,Judd Apatow
The Five-Year Engagement,Rodney Rothman
The Five-Year Engagement,Jason Segel
The Five-Year Engagement,Nick Stoller
Cloud Atlas,Tom Tykwer
Cloud Atlas,Lilly & Lana Wachowski
Cloud Atlas,Tom Tykwer
One For the Money,Katherine Heigl
One For the Money,Sidney Kimmel
One For the Money,Gary Lucchesi
One For the Money,Tom Rosenberg
One For the Money,Deborah Lurie
Alex Cross,Randall Emmett
Alex Cross,George Furla
Alex Cross,John Debney
Katy Perry:Part of Me,Deborah Lurie
Sparkle (2012),Whitney Houston
Sparkle (2012),T.D. Jakes
Sparkle (2012),Salaam Remi
Premium Rush,Gavin Polone
Premium Rush,David Sardy
Big Miracle,Tim Bevan
Big Miracle,Eric Fellner
Big Miracle,Steve Golin
Big Miracle,Cliff Eidelman
The Secret World of Arrietty,Hayao Miyazaki
Haywire,Gregory Jacobs
Haywire,Ryan Kavanaugh
Haywire,Tucker Tooley
Haywire,David Holmes
Man on a Ledge,Lorenzo di Bonaventura
Man on a Ledge,Mark Vahradian
Man on a Ledge,Henry Jackman
A Thousand Words,Steve Koren
A Thousand Words,Brian Robbins
A Thousand Words,John Debney
Chernobyl Diaries,Rob Cowan
Chernobyl Diaries,Broderick Johnson
Chernobyl Diaries,Andrew A. Kosove
Chernobyl Diaries,Oren Peli
The Perks of Being a Wallflower,Stephen Chbosky
The Perks of Being a Wallflower,John Malkovich
The Perks of Being a Wallflower,Michael Brook
Silent Hill:Revelation 3D,Don Carmody
Wanderlust,Judd Apatow
Wanderlust,Paul Rudd
Wanderlust,David Wain
Wanderlust,Craig Wedren
Safe (2012),Lawrence Bender
Safe (2012),Dana Brunetti
Safe (2012),Brian Kavanaugh-Jones
Safe (2012),Kevin Spacey
Safe (2012),Mark Mothersbaugh
The Master,Paul Thomas Anderson
The Master,Megan Ellison
The Master,Daniel Lupi
The Master,JoAnne Sellar
The Master,Jonny Greenwood
The Raven,Marc D. Evans
The Raven,Trevor Macy
The Raven,Aaron Ryder
The Raven,James D. Stern
The Raven,Lucas Vidal
The Man with the Iron Fists,Marc Abraham
The Man with the Iron Fists,Eric Newman
The Man with the Iron Fists,Eli Roth
Killing Them Softly,Megan Ellison
Killing Them Softly,Dede Gardner
Killing Them Softly,Brad Pitt
Lockout,Luc Besson
Lockout,Alexandre Azaria
Hit and Run,Andrew Panay
Hit and Run,Robert Mervak
Hit and Run,Julian Wass
Dredd,Alex Garland
Dredd,Paul Leonard-Morgan
Playing for Keeps,Gerard Butler
Playing for Keeps,Kevin Misher
Anna Karenina,Tim Bevan
Anna Karenina,Dario Marianelli
Beasts of the Southern Wild,Dan Romer
Beasts of the Southern Wild,Benh Zeitlin
Silent House,Laura Lau
Cirque Du Soleil:Worlds Away,Andrew Adamson
Cirque Du Soleil:Worlds Away,James Cameron
People Like Us,Bobby Cohen
People Like Us,Alex Kurtzman
People Like Us,Roberto Orci
People Like Us,Clayton Townsend
People Like Us,A.R. Rahman
Gone,Sidney Kimmel
Gone,Gary Lucchesi
Gone,Tom Rosenberg
Gone,David Buckley
The Words,Bradley Cooper
The Words,Marcelo Zarvos
Fun Size,Steve Golin
Fun Size,Josh Schwartz
Bernie,John Sloss
Salmon Fishing in the Yemen,Dario Marianelli
Arbitrage,Justin Nappi
Arbitrage,Kevin Turen
Arbitrage,Cliff Martinez
Promised Land (2012),Jeff Skoll
Friends with Kids,Riza Aziz
Friends with Kids,Jon Hamm
Friends with Kids,Jake Kasdan
Friends with Kids,Joey McFarland
Friends with Kids,Mike Nichols
Friends with Kids,John Sloss
Friends with Kids,Marcelo Zarvos
Seeking a Friend for the End of the World,Steve Golin
Seeking a Friend for the End of the World,Joy Gorman
Seeking a Friend for the End of the World,Steven M. Rales
Seeking a Friend for the End of the World,Mark Roybal
Seeking a Friend for the End of the World,Jonathan Sadoff
Seeking a Friend for the End of the World,Rob Simonsen
Hyde Park on Hudson,Jeremy Sams
Hitchcock,Ali Bell
Hitchcock,Joe Medjuck
Hitchcock,Tom Pollock
Hitchcock,Danny Elfman
Chasing Mavericks,Gerard Butler
Chasing Mavericks,Curtis Hanson
Chasing Mavericks,Chad Fischer
Casa De Mi Padre,Will Ferrell
Casa De Mi Padre,Adam McKay
For Greater Glory,James Horner
Won't Back Down,Mark Johnson
Won't Back Down,Ron Schmidt
Won't Back Down,Tom Williams
Won't Back Down,Marcelo Zarvos
The Apparition,Alex Heineman
The Apparition,Todd Lincoln
The Apparition,Joel Silver
The Apparition,tomandandy
"Jeff, Who Lives at Home",Steven M. Rales
"Jeff, Who Lives at Home",Jason Reitman
Goon,Don Carmody
The Raid:Redemption,Gareth Evans
Safety Not Guaranteed,Derek Connolly
Safety Not Guaranteed,Jay Duplass
Safety Not Guaranteed,Mark Duplass
Safety Not Guaranteed,Colin Trevorrow
The Cold Light of Day,Mark Canton
The Cold Light of Day,Marc D. Evans
The Cold Light of Day,Trevor Macy
The Cold Light of Day,Lucas Vidal
Nitro Circus the Movie 3D,Bill Gerber
Albert Nobbs,Glenn Close
Girl in Progress,Christopher Lennertz
Ruby Sparks,Albert Berger
Ruby Sparks,Ron Yerxa
Ruby Sparks,Nick Urata
Rust and Bone,Alexandre Desplat
Footnote,Joseph Cedar
Your Sister's Sister,Mark Duplass
Woman Thou Art Loosed!:On the 7th Day,T.D. Jakes
Oogieloves In The BIG Balloon Adventure,Kenn Viselman
Damsels in Distress,Whit Stillman
Darling Companion,James Newton Howard
Cosmopolis,Howard Shore
Coriolanus,Ralph Fiennes
Coriolanus,John Logan
Coriolanus,Ilan Eshkeri
Not Fade Away,David Chase
Thunderstruck,Bill Johnson
Undefeated (2012),Michael Brook
Seeking Justice,Ram Bergman
Seeking Justice,James D. Stern
Sound of My Voice,Brit Marling
Piranha 3DD,Mark Canton
The Lady,Virginie Silla
Red Hook Summer,Spike Lee
West of Memphis,Peter Jackson
West of Memphis,Fran Walsh
Stolen (2012),Mark Isham
Middle of Nowhere (2012),Ava DuVernay
The House I Live In,Brad Pitt
The Awakening (2012),Daniel Pemberton
Touchback,Rob Cowan
Touchback,George Furla
10 Years,Marty Bowen
10 Years,Chad Fischer
Tim & Eric's Billion Dollar Movie,Chris Henchy
Battlefield America,Chris Stokes
Bel Ami,Rachel Portman
Butter,Michael De Luca
The Magic of Belle Isle,David Valdes
The Magic of Belle Isle,Marc Shaiman
Detachment,Greg Shapiro
Deadfall (2012),Marco Beltrami
Side By Side,Keanu Reeves
Surviving Progress,Martin Scorsese
Last Call at the Oasis,Jeff Skoll
Comic-Con Episode IV:A Fan's Hope,Stan Lee
Comic-Con Episode IV:A Fan's Hope,Morgan Spurlock
Comic-Con Episode IV:A Fan's Hope,Joss Whedon
Lay the Favorite,Randall Emmett
Lay the Favorite,George Furla
Jesus Henry Christ,Julia Roberts
The Color Wheel,Alex Ross Perry
A Little Bit of Heaven,Mike Witherill
Norwegian Wood,Jonny Greenwood
Virginia,Gus Van Sant
The Do-Deca-Pentathlon,Julian Wass
The Babymakers,Brian Kavanaugh-Jones
Brooklyn Brothers Beat the Best,Steven Saxton
Bringing Up Bobby,Famke Janssen
Bringing Up Bobby,Junkie XL
Brake,Brian Tyler
The Day I Saw Your Heart,Nathan Johnson
ATM,Paul Brooks
ATM,Peter Safran
ATM,David Buckley
Death of a Superhero,Anthony McCarten
Harry Potter and the Deathly Hallows Part 2,David Heyman
Harry Potter and the Deathly Hallows Part 2,Alexandre Desplat
Transformers:Dark of the Moon,Michael Bay
Transformers:Dark of the Moon,Ian Bryce
Transformers:Dark of the Moon,Tom DeSanto
Transformers:Dark of the Moon,Lorenzo di Bonaventura
Transformers:Dark of the Moon,Don Murphy
Transformers:Dark of the Moon,Steven Spielberg
Transformers:Dark of the Moon,Mark Vahradian
Transformers:Dark of the Moon,Steve Jablonsky
The Twilight Saga:Breaking Dawn Part 1,Marty Bowen
The Twilight Saga:Breaking Dawn Part 1,Wyck Godfrey
The Twilight Saga:Breaking Dawn Part 1,Stephenie Meyer
The Twilight Saga:Breaking Dawn Part 1,Karen Rosenfelt
The Twilight Saga:Breaking Dawn Part 1,Carter Burwell
The Hangover Part II,Scott Budnick
The Hangover Part II,Jon Jashni
The Hangover Part II,Todd Phillips
The Hangover Part II,J.C. Spink
The Hangover Part II,Thomas Tull
The Hangover Part II,Christophe Beck
Pirates of the Caribbean:On Stranger Tides,Jerry Bruckheimer
Pirates of the Caribbean:On Stranger Tides,John DeLuca
Pirates of the Caribbean:On Stranger Tides,Ted Elliott
Pirates of the Caribbean:On Stranger Tides,Terry Rossio
Pirates of the Caribbean:On Stranger Tides,Hans Zimmer
Fast Five,Vin Diesel
Fast Five,Neal H. Moritz
Fast Five,Brian Tyler
Mission:Impossible - Ghost Protocol,Jeffrey Chernov
Mission:Impossible - Ghost Protocol,David Ellison
Mission:Impossible - Ghost Protocol,Dana Goldberg
Mission:Impossible - Ghost Protocol,Paul Schwake
Mission:Impossible - Ghost Protocol,J.J. Abrams
Mission:Impossible - Ghost Protocol,Bryan Burk
Mission:Impossible - Ghost Protocol,Tom Cruise
Mission:Impossible - Ghost Protocol,Michael Giacchino
Cars 2,Michael Giacchino
Sherlock Holmes:A Game of Shadows,Susan Downey
Sherlock Holmes:A Game of Shadows,Gary Goetzman
Sherlock Holmes:A Game of Shadows,Dan Lin
Sherlock Holmes:A Game of Shadows,Joel Silver
Sherlock Holmes:A Game of Shadows,Hans Zimmer
Thor,Louis D'Esposito
Thor,Kevin Feige
Thor,Alan Fine
Thor,Stan Lee
Thor,David Maisel
Thor,Patricia Whitcher
Thor,Patrick Doyle
Rise of the Planet of the Apes,Peter Chernin
Rise of the Planet of the Apes,Dylan Clark
Rise of the Planet of the Apes,Thomas M. Hammel
Rise of the Planet of the Apes,Rick Jaffa
Rise of the Planet of the Apes,Amanda Silver
Rise of the Planet of the Apes,Patrick Doyle
Captain America:The First Avenger,Louis D'Esposito
Captain America:The First Avenger,Kevin Feige
Captain America:The First Avenger,Alan Fine
Captain America:The First Avenger,Nigel Gostelow
Captain America:The First Avenger,Joe Johnston
Captain America:The First Avenger,Stan Lee
Captain America:The First Avenger,David Maisel
Captain America:The First Avenger,Alan Silvestri
The Help,Chris Columbus
The Help,Brunson Green
The Help,Jeff Skoll
The Help,Tate Taylor
The Help,Thomas Newman
The Help,Thomas Newman
Bridesmaids,Judd Apatow
Bridesmaids,Barry Mendel
Bridesmaids,Clayton Townsend
Kung Fu Panda 2,John Powell
Kung Fu Panda 2,Hans Zimmer
Puss in Boots,Andrew Adamson
Puss in Boots,Guillermo del Toro
Puss in Boots,Henry Jackman
X-Men:First Class,Simon Kinberg
X-Men:First Class,Bryan Singer
X-Men:First Class,Henry Jackman
Rio,Bruce Anderson
Rio,John C. Donkin
Rio,John Powell
The Smurfs,Jordan Kerner
The Smurfs,Heitor Pereira
Alvin and the Chipmunks:Chipwrecked,Arnon Milchan
Alvin and the Chipmunks:Chipwrecked,Mark Mothersbaugh
Super 8,J.J. Abrams
Super 8,Bryan Burk
Super 8,Steven Spielberg
Super 8,Michael Giacchino
Rango,Tim Headington
Rango,Graham King
Rango,Gore Verbinski
Rango,Hans Zimmer
Horrible Bosses,Brett Ratner
Horrible Bosses,Jay Stern
Horrible Bosses,Christopher Lennertz
Green Lantern,Greg Berlanti
Green Lantern,James Newton Howard
Hop,Christopher Meledandri
Hop,Christopher Lennertz
Paranormal Activity 3,Jason Blum
Paranormal Activity 3,Akiva Goldsman
Paranormal Activity 3,Oren Peli
Paranormal Activity 3,Steven Schneider
Just Go With It,Jack Giarraputo
Just Go With It,Tim Herlihy
Just Go With It,Steve Koren
Just Go With It,Heather Parry
Just Go With It,Adam Sandler
Just Go With It,Rupert Gregson-Williams
The Girl with the Dragon Tattoo (2011),Cean Chaffin
The Girl with the Dragon Tattoo (2011),Ryan Kavanaugh
The Girl with the Dragon Tattoo (2011),Scott Rudin
The Girl with the Dragon Tattoo (2011),Steven Zaillian
The Girl with the Dragon Tattoo (2011),Trent Reznor
The Girl with the Dragon Tattoo (2011),Atticus Ross
Cowboys & Aliens,Bobby Cohen
Cowboys & Aliens,Brian Grazer
Cowboys & Aliens,Ron Howard
Cowboys & Aliens,Ryan Kavanaugh
Cowboys & Aliens,Alex Kurtzman
Cowboys & Aliens,Damon Lindelof
Cowboys & Aliens,Roberto Orci
Cowboys & Aliens,Scott Mitchell Rosenberg
Cowboys & Aliens,Steven Spielberg
Cowboys & Aliens,Denis L. Stewart
Cowboys & Aliens,Harry Gregson-Williams
Gnomeo and Juliet,Chris Bacon
Gnomeo and Juliet,James Newton Howard
The Green Hornet,Evan Goldberg
The Green Hornet,Michael Grillo
The Green Hornet,Neal H. Moritz
The Green Hornet,Seth Rogen
The Green Hornet,James Newton Howard
The Muppets,David Hoberman
The Muppets,Jason Segel
The Muppets,Nick Stoller
The Muppets,Christophe Beck
Real Steel,Shawn Levy
Real Steel,Don Murphy
Real Steel,Steven Spielberg
Real Steel,Robert Zemeckis
Real Steel,Danny Elfman
"Crazy, Stupid, Love.",Steve Carell
"Crazy, Stupid, Love.",Denise Di Novi
"Crazy, Stupid, Love.",Christophe Beck
"Crazy, Stupid, Love.",Nick Urata
Battle:Los Angeles,Jeffrey Chernov
Battle:Los Angeles,Neal H. Moritz
Battle:Los Angeles,Brian Tyler
Immortals,Mark Canton
Immortals,Ryan Kavanaugh
Immortals,Gianni Nunnari
Immortals,Tucker Tooley
Immortals,Trevor Morris
The Descendants,Alexander Payne
Zookeeper,Todd Garner
Zookeeper,Jack Giarraputo
War Horse,Steven Spielberg
War Horse,John Williams
Limitless,Leslie Dixon
Limitless,Ryan Kavanaugh
Limitless,Tucker Tooley
Limitless,Paul Leonard-Morgan
Tower Heist,Christophe Beck
The Adventures of Tintin,Peter Jackson
The Adventures of Tintin,Kathleen Kennedy
The Adventures of Tintin,Steven Spielberg
The Adventures of Tintin,John Williams
Contagion,Gregory Jacobs
Contagion,Michael Shamberg
Contagion,Stacey Sher
Contagion,Jeff Skoll
Contagion,Steven Soderbergh
Contagion,Cliff Martinez
We Bought a Zoo,Julie Yorn
Moneyball,Michael De Luca
Moneyball,Brad Pitt
Moneyball,Scott Rudin
Moneyball,Mychael Danna
Jack and Jill,Todd Garner
Jack and Jill,Jack Giarraputo
Jack and Jill,Tim Herlihy
Jack and Jill,Steve Koren
Jack and Jill,Adam Sandler
Jack and Jill,Robert Smigel
Jack and Jill,Rupert Gregson-Williams
Hugo,Johnny Depp
Hugo,Tim Headington
Hugo,Graham King
Hugo,Martin Scorsese
Hugo,Howard Shore
Justin Bieber:Never Say Never,Scooter Braun
Justin Bieber:Never Say Never,Deborah Lurie
Dolphin Tale,Broderick Johnson
Dolphin Tale,Andrew A. Kosove
Dolphin Tale,Mark Isham
No Strings Attached,Gary Barber
No Strings Attached,Roger Birnbaum
No Strings Attached,Jonathan Glickman
No Strings Attached,Joe Medjuck
No Strings Attached,Tom Pollock
No Strings Attached,Natalie Portman
No Strings Attached,Ivan Reitman
No Strings Attached,John Debney
Mr. Popper's Penguins,John Davis
Happy Feet Two,George Miller
Happy Feet Two,John Powell
Unknown,Susan Downey
Unknown,Joel Silver
Unknown,John Ottman
The Adjustment Bureau,Chris Moore
The Adjustment Bureau,George Nolfi
The Adjustment Bureau,Thomas Newman
Water for Elephants,Erwin Stoff
Water for Elephants,James Newton Howard
The Lincoln Lawyer,Sidney Kimmel
The Lincoln Lawyer,Gary Lucchesi
The Lincoln Lawyer,Tom Rosenberg
The Lincoln Lawyer,Richard Wright
The Lincoln Lawyer,Cliff Martinez
Friends with Benefits,Will Gluck
I Am Number Four,Michael Bay
I Am Number Four,Chris Bender
I Am Number Four,J.C. Spink
I Am Number Four,David Valdes
I Am Number Four,Trevor Rabin
Source Code,Mark Gordon
Source Code,Chris Bacon
New Year's Eve,John Debney
Insidious,Jason Blum
Insidious,Brian Kavanaugh-Jones
Insidious,Oren Peli
Insidious,Steven Schneider
Insidious,Joseph Bishara
Tyler Perry's Madea's Big Happy Family,Ozzie Areu
Tyler Perry's Madea's Big Happy Family,Aaron Zigman
Diary of a Wimpy Kid:Rodrick Rules,Nina Jacobson
Diary of a Wimpy Kid:Rodrick Rules,Ed Shearmur
Footloose (2011),Gary Barber
Footloose (2011),Roger Birnbaum
Footloose (2011),Jonathan Glickman
Footloose (2011),Neil Meron
Footloose (2011),Craig Zadan
Footloose (2011),Deborah Lurie
The Dilemma,Brian Grazer
The Dilemma,Ron Howard
The Dilemma,Vince Vaughn
The Dilemma,Hans Zimmer
Arthur Christmas,Peter Lord
Hall Pass,The Farrelly Bros.
Hall Pass,Bradley Thomas
Hall Pass,Charles B. Wessler
The Artist,Ludovic Bource
Soul Surfer,Sean McNamara
Soul Surfer,David Zelon
Soul Surfer,Marco Beltrami
Final Destination 5,Brian Tyler
The Ides of March,George Clooney
The Ides of March,Leonardo DiCaprio
The Ides of March,Grant Heslov
Hanna,The Chemical Brothers
Something Borrowed,Broderick Johnson
Something Borrowed,Andrew A. Kosove
Something Borrowed,Molly Smith
Something Borrowed,Hilary Swank
Something Borrowed,Alex Wurman
Spy Kids:All the Time in the World,Robert Rodriguez
Spy Kids:All the Time in the World,Robert Rodriguez
Spy Kids:All the Time in the World,Carl Thiel
Scream 4,Wes Craven
Scream 4,Ehren Kruger
Scream 4,Ron Schmidt
Scream 4,Marco Beltrami
"Big Mommas:Like Father, Like Son",Arnon Milchan
Red Riding Hood,Leonardo DiCaprio
Red Riding Hood,Catherine Hardwicke
Red Riding Hood,Julie Yorn
Red Riding Hood,Alex Heffes
Red Riding Hood,Brian Reitzell
In Time,Marc Abraham
In Time,Arnon Milchan
In Time,Eric Newman
In Time,Andrew Niccol
In Time,Craig Armstrong
Paul,Tim Bevan
Paul,Eric Fellner
Paul,David Arnold
J. Edgar,Clint Eastwood
J. Edgar,Brian Grazer
J. Edgar,Ron Howard
J. Edgar,Robert Lorenz
J. Edgar,Tim Moore
The Roommate,Doug Davison
The Roommate,Roy Lee
The Roommate,Sonny Mallhi
The Roommate,John Frizzell
Jumping the Broom,Elizabeth Hunter
Jumping the Broom,T.D. Jakes
Jumping the Broom,Ed Shearmur
The Change-Up,David Dobkin
The Change-Up,Neal H. Moritz
The Change-Up,John Debney
30 Minutes or Less,Ben Stiller
30 Minutes or Less,Nathan Barr
30 Minutes or Less,Ludwig Goransson
Colombiana,Luc Besson
Sucker Punch,Jon Jashni
Sucker Punch,Deborah Snyder
Sucker Punch,Zack Snyder
Sucker Punch,Thomas Tull
Sucker Punch,Tyler Bates
Larry Crowne,Gary Goetzman
Larry Crowne,Tom Hanks
Larry Crowne,James Newton Howard
A Very Harold & Kumar 3D Christmas,Greg Shapiro
A Very Harold & Kumar 3D Christmas,William Ross
Drive (2011),Marc Platt
Drive (2011),Gigi Pritzker
Drive (2011),Peter Schlessel
Drive (2011),Cliff Martinez
50/50,Evan Goldberg
50/50,Will Reiser
50/50,Seth Rogen
50/50,Michael Giacchino
Courageous,Stephen Kendrick
The Rite,Beau Flynn
The Rite,Tripp Vinson
The Rite,Alex Heffes
Arthur (2011),Chris Bender
Arthur (2011),Russell Brand
Arthur (2011),Kevin McCormick
Arthur (2011),J.C. Spink
Arthur (2011),Michael Tadross
Arthur (2011),Theodore Shapiro
Extremely Loud & Incredibly Close,Mark Roybal
Extremely Loud & Incredibly Close,Scott Rudin
Extremely Loud & Incredibly Close,Alexandre Desplat
The Debt,Matthew Vaughn
The Debt,Thomas Newman
The Sitter,Michael De Luca
The Sitter,Jonah Hill
The Sitter,Jeff McIlwain
The Iron Lady,Thomas Newman
Priest,Michael De Luca
Priest,Christopher Young
The Mechanic,Irwin Winkler
The Mechanic,Mark Isham
Abduction,Patrick Crowley
Abduction,Doug Davison
Abduction,Roy Lee
Abduction,Ed Shearmur
Beastly,Susan Cartsonis
Beastly,Marcelo Zarvos
Winnie the Pooh,John Lasseter
Winnie the Pooh,Henry Jackman
Born to Be Wild (IMAX),Mark Mothersbaugh
Season of the Witch,Ryan Kavanaugh
Season of the Witch,Tucker Tooley
Season of the Witch,Atli Orvarsson
"Tinker, Tailor, Soldier, Spy",Tim Bevan
"Tinker, Tailor, Soldier, Spy",Eric Fellner
"Tinker, Tailor, Soldier, Spy",Peter Morgan
"Tinker, Tailor, Soldier, Spy",Alberto Iglesias
Don't Be Afraid of the Dark,Guillermo del Toro
Don't Be Afraid of the Dark,Mark Johnson
Don't Be Afraid of the Dark,Stephen Jones
Don't Be Afraid of the Dark,Tom Williams
Don't Be Afraid of the Dark,Marco Beltrami
Sanctum,James Cameron
Sanctum,Ryan Kavanaugh
Sanctum,David Hirschfelder
Monte Carlo,Denise Di Novi
Monte Carlo,Alison Greenspan
Monte Carlo,Nicole Kidman
Monte Carlo,Arnon Milchan
Monte Carlo,Michael Giacchino
Your Highness,Danny McBride
Your Highness,Scott Stuber
Your Highness,Steve Jablonsky
The Darkest Hour,Timur Bekmambetov
The Darkest Hour,Arnon Milchan
The Darkest Hour,Hutch Parker
The Darkest Hour,Tyler Bates
Mars Needs Moms,Robert Zemeckis
Mars Needs Moms,John Powell
Dream House,Mike Drake
Dream House,Ehren Kruger
Dream House,James G. Robinson
Dream House,John Debney
Conan the Barbarian (2011),Randall Emmett
Conan the Barbarian (2011),George Furla
Conan the Barbarian (2011),Tyler Bates
The Three Musketeers (2011),Paul W.S. Anderson
The Three Musketeers (2011),Jeremy Bolt
The Three Musketeers (2011),Robert Kulzer
The Three Musketeers (2011),Paul Haslinger
The Eagle,Atli Orvarsson
Fright Night (2011),Michael De Luca
Fright Night (2011),Ramin Djawadi
Apollo 18,Timur Bekmambetov
Apollo 18,Ron Schmidt
